agent,pr_id,pr_number,repo_url,pr_url,issue_url,issue_number,created_at
Copilot,3080054034,18587,https://github.com/dotnet/fsharp,https://github.com/dotnet/fsharp/pull/18587,https://github.com/dotnet/fsharp/issues/18691,18691,2025-06-16T12:11:27Z
Copilot,3080054034,18587,https://github.com/dotnet/fsharp,https://github.com/dotnet/fsharp/pull/18587,https://github.com/dotnet/fsharp/issues/18693,18693,2025-06-17T00:19:24Z
Copilot,3080054034,18587,https://github.com/dotnet/fsharp,https://github.com/dotnet/fsharp/pull/18587,https://github.com/dotnet/fsharp/issues/18695,18695,2025-06-17T12:15:13Z
Copilot,3128896513,38838,https://github.com/timburgan/timburgan,https://github.com/timburgan/timburgan/pull/38838,https://github.com/timburgan/timburgan/issues/38840,38840,2025-06-09T02:25:36Z
Copilot,3120162244,16088,https://github.com/mlflow/mlflow,https://github.com/mlflow/mlflow/pull/16088,https://github.com/mlflow/mlflow/issues/16017,16017,2025-06-17T00:43:21Z
Copilot,3154835615,62384,https://github.com/dotnet/aspnetcore,https://github.com/dotnet/aspnetcore/pull/62384,https://github.com/dotnet/aspnetcore/issues/43833,43833,2025-06-24T12:16:53Z
Copilot,3116786074,1353,https://github.com/DaveSkender/Stock.Indicators,https://github.com/DaveSkender/Stock.Indicators/pull/1353,https://github.com/DaveSkender/Stock.Indicators/issues/1354,1354,2025-06-04T07:44:11Z
Copilot,3090455062,4354,https://github.com/owncast/owncast,https://github.com/owncast/owncast/pull/4354,https://github.com/owncast/owncast/issues/4285,4285,2025-05-26T16:44:24Z
Copilot,3074526770,115730,https://github.com/dotnet/runtime,https://github.com/dotnet/runtime/pull/115730,https://github.com/dotnet/arcade/issues/9009,9009,2025-05-19T19:00:14Z
Copilot,3074526770,115730,https://github.com/dotnet/runtime,https://github.com/dotnet/runtime/pull/115730,https://github.com/dotnet/dnceng/issues/4115,4115,2025-05-19T19:03:39Z
Copilot,3074526770,115730,https://github.com/dotnet/runtime,https://github.com/dotnet/runtime/pull/115730,https://github.com/dotnet/dnceng/issues/3008,3008,2025-05-19T22:01:55Z
Copilot,3074526770,115730,https://github.com/dotnet/runtime,https://github.com/dotnet/runtime/pull/115730,https://github.com/dotnet/runtime/issues/105177,105177,2025-05-19T22:02:42Z
Copilot,3111277015,3950,https://github.com/wvlet/airframe,https://github.com/wvlet/airframe/pull/3950,https://github.com/wvlet/airframe/issues/3038,3038,2025-06-02T19:36:31Z
Copilot,3075010876,2202,https://github.com/microsoft/perfview,https://github.com/microsoft/perfview/pull/2202,https://github.com/microsoft/perfview/issues/2091,2091,2025-05-30T03:36:08Z
Copilot,3128948216,38841,https://github.com/timburgan/timburgan,https://github.com/timburgan/timburgan/pull/38841,https://github.com/timburgan/timburgan/issues/38844,38844,2025-06-09T02:45:18Z
Copilot,3135308744,1467,https://github.com/microsoft/vs-threading,https://github.com/microsoft/vs-threading/pull/1467,https://github.com/copilot-coding-agent/user-feedback/issues/38,38,2025-06-11T19:35:39Z
Copilot,3146907384,1210,https://github.com/dotnet/Nerdbank.GitVersioning,https://github.com/dotnet/Nerdbank.GitVersioning/pull/1210,https://github.com/copilot-coding-agent/user-feedback/issues/43,43,2025-06-15T04:29:32Z
