id,number,title,user,user_id,state,created_at,closed_at,merged_at,repo_url,html_url,body
3103364279,9591,[WIP] Show time alongside health check status,Copilot,198982749,open,2025-05-30T14:12:38Z,,,https://api.github.com/repos/dotnet/aspire,https://github.com/dotnet/aspire/pull/9591,"Plan for adding health check timestamp:

- [ ] Update `HealthReportSnapshot` record to include LastRun timestamp field
- [ ] Modify `MergeHealthReports` in ResourceHealthCheckService.cs to include the timestamp
- [ ] Update the UI in ResourceDetails.razor to display timestamp in tooltip on State column
- [ ] Test the changes to ensure they work correctly

Fixes #7865.

---

💡 You can make Copilot smarter by setting up custom instructions, customizing its development environment and configuring Model Context Protocol (MCP) servers. Learn more [Copilot coding agent tips](https://gh.io/copilot-coding-agent-tips) in the docs."
3103386463,4014,[BUG] Fix get_flow_run_log_content 400 error when log file is in creation,Copilot,198982749,closed,2025-05-30T14:21:24Z,2025-06-24T21:34:47Z,,https://api.github.com/repos/microsoft/promptflow,https://github.com/microsoft/promptflow/pull/4014,"## Problem

When running `pf.runs.create_or_update()` from the PromptFlow SDK and immediately trying to access logs through functions that call `get_flow_run_log_content`, users sometimes encounter a 400 error with the message ""Value cannot be null. (Parameter 'bytes')"". This happens when the log file for the run is still in the process of being created, causing the first access attempt to fail.

## Solution

Added a retry mechanism specifically for this scenario in the `_get_log` method of `RunOperations`. The implementation:

1. Adds a specialized retry decorator around the `get_flow_run_log_content` call
2. Only retries on 400 errors that contain the specific error message ""Value cannot be null. (Parameter 'bytes')""
3. Uses exponential backoff starting at 1 second, doubling each time
4. Makes up to 5 retry attempts before giving up
5. Logs a warning message during retries to inform the user
6. Maintains original behavior for any other types of errors

## Example usage pattern that now works correctly

```python
from promptflow.azure import PFClient

# Connect to workspace
pf = PFClient(workspace=ws)

# Create a new run
run = pf.runs.create_or_update(...)

# Immediately stream logs - previously would fail with 400 error
# Now retries until log file is created
pf.stream(run)
```

With this change, users no longer need to wait or add manual delays before accessing logs for newly created runs.

Fixes #4002.

---

💡 You can make Copilot smarter by setting up custom instructions, customizing its development environment and configuring Model Context Protocol (MCP) servers. Learn more [Copilot coding agent tips](https://gh.io/copilot-coding-agent-tips) in the docs."
3103408529,15978,Add rule to enforce GitHub Actions pinned by full commit SHA,Copilot,198982749,closed,2025-05-30T14:28:32Z,2025-05-31T02:03:46Z,2025-05-31T02:03:46Z,https://api.github.com/repos/mlflow/mlflow,https://github.com/mlflow/mlflow/pull/15978,"## Summary

This PR adds a new rule to `.github/policy.rego` that enforces GitHub Actions to be pinned by their full commit SHA rather than using tags or branch names.

## Implementation details

The rule works by:
1. Checking all GitHub Actions used in workflow files
2. Verifying they use a full 40-character hexadecimal SHA (e.g., `actions/checkout@11bd71901bbe5b1630ceea73d27597364c9af683`)
3. Excluding local actions (those starting with `./`)

For example:
```yaml
# Bad (will be caught by the rule)
- uses: actions/checkout@v4

# Good (will pass the rule)
- uses: actions/checkout@11bd71901bbe5b1630ceea73d27597364c9af683 # v4.2.2

# Exception (will pass the rule)
- uses: ./.github/actions/setup-python
```

## Security benefits

Pinning actions by full commit SHA helps:
- Prevent supply chain attacks
- Ensure reproducible workflows
- Avoid unexpected changes when action maintainers update tags

Fixes #15977.

---

💡 You can make Copilot smarter by setting up custom instructions, customizing its development environment and configuring Model Context Protocol (MCP) servers. Learn more [Copilot coding agent tips](https://gh.io/copilot-coding-agent-tips) in the docs."
3103475045,158,Update documentation to correctly reference code samples in lesson 3,Copilot,198982749,closed,2025-05-30T14:56:00Z,2025-05-30T15:14:11Z,2025-05-30T15:14:11Z,https://api.github.com/repos/microsoft/Generative-AI-for-beginners-dotnet,https://github.com/microsoft/Generative-AI-for-beginners-dotnet/pull/158,"This PR updates the documentation in lesson 3 to ensure that all markdown documentation correctly references the corresponding code samples in the repository.

### Changes made:

- **01-lm-completions-functions.md**:
  - Added reference to `BasicChat-04OllamaSK` example for using Ollama with Semantic Kernel
  - Added references to `MEAIFunctionsAzureOpenAI` and `MEAIFunctionsOllama` for different function calling implementations

- **02-retrieval-augmented-generation.md**:
  - Fixed path references to `RAGSimple-01SK` and `RAGSimple-02MEAIVectorsMemory` samples
  - Added references to additional RAG samples: `RAGSimple-03MEAIVectorsAISearch`, `RAGSimple-04MEAIVectorsQdrant`, `RAGSimple-10SKOllama`, and `RAGSimple-15Ollama-DeepSeekR1`

- **03-vision-audio.md**:
  - Added references to additional Vision samples: `Vision-02MEAI-Ollama`, `Vision-03MEAI-AOAI`, and `Vision-04MEAI-AOAI-Spectre`

- **04-agents.md**:
  - Improved formatting of references to agent examples

- **06-AIToolkitAndDockerModels.md**:
  - Added references to `AIToolkit-01-SK-Chat` and `AIToolkit-02-MEAI-Chat` samples

These changes make it easier for users to find and understand how the code examples relate to the concepts explained in the documentation.

Fixes #157.

---

💡 You can make Copilot smarter by setting up custom instructions, customizing its development environment and configuring Model Context Protocol (MCP) servers. Learn more [Copilot coding agent tips](https://gh.io/copilot-coding-agent-tips) in the docs."
3103623751,38633,Update GitHub language support article with footnotes and improved note formatting,Copilot,198982749,closed,2025-05-30T15:57:21Z,2025-06-02T16:04:42Z,2025-06-02T16:04:42Z,https://api.github.com/repos/github/docs,https://github.com/github/docs/pull/38633,"Fixes: https://github.com/github/docs-content/issues/14119


This PR makes several formatting improvements to the ""GitHub language support"" article:

## Changes made
1. Added footnote references to PHP, Rust, and Scala entries in the core languages table
2. Reformatted the Note section below the table:
   - Removed bullet list formatting to make it a standard paragraph
   - Removed unnecessary bullets from all paragraphs
3. Moved the information about PHP, Rust, and Scala to a proper Markdown footnote at the bottom of the document
4. Enhanced the footnote text to clarify that these languages ""are supported for code scanning by third-party actions, but not by {% data variables.product.prodname_codeql %}""

These changes improve readability while maintaining the proper relationship between the language entries in the table and their supporting information in the footnote.

## Before and After

**Before**: The information about PHP, Rust, and Scala support was presented as a bulleted item in a note block.

**After**: This information is now properly linked as a footnote reference from each language name in the table, with the full explanation provided in a footnote at the bottom of the article.

This approach makes the relationship between the languages and the limitation more explicit, while keeping the main table clean and the note section focused on general information.

---

💡 You can make Copilot smarter by setting up custom instructions, customizing its development environment and configuring Model Context Protocol (MCP) servers. Learn more [Copilot coding agent tips](https://gh.io/copilot-coding-agent-tips) in the docs."
3103634798,1956,Improve internal logging functionality by using Python's standard logging module,Copilot,198982749,open,2025-05-30T16:02:34Z,,,https://api.github.com/repos/microsoft/graphrag,https://github.com/microsoft/graphrag/pull/1956,"This PR cleans up the internal logging design of the graphrag package by refactoring the custom logging implementations to use Python's built-in logging module instead, as requested in issue #1955.

## Changes

- Created a new central logging module (`graphrag/logger/standard_logging.py`) that provides standardized configuration of Python's built-in logging system
- Removed current logger implementations (PrintProgressLogger, RichProgressLogger, NullProgressLogger) to use the standard logging module internally while maintaining their existing interface
- Updated the `enable_logging` functions to use the new configuration system
- Added comprehensive documentation and usage examples for the logging system
- Added test cases to verify the logging functionality works correctly
- Added logging support to the query side of graphrag

## Benefits

- Conforms to Python best practices for logging
- Makes it easier for external integrators to capture all log messages from graphrag in a consistent manner (by logging all messages to a base `graphrag` logger - thereby making the logs available to the root logger)
- Provides a hierarchical logging structure with the root logger named 'graphrag'
- Updates support for multiple logging handlers (console, file, blob)

## Example Internal Usage

```python
# Configuration should be done once at the start of the application:
from graphrag.logger.standard_logging import init_loggers
init_loggers(log_file=""/path/to/app.log"")  # or config=GraphRagConfig

# Then throughout the code:
import logging
logger = logging.getLogger(__name__)  # Typically pass __name__ to get module-specific logger

# Use standard logging methods:
logger.debug(""Debug message"")
logger.info(""Info message"")
logger.warning(""Warning message"")
logger.error(""Error message"")
```

## Example External Usage - for applications that integrate the graphrag library
```python
# Configuration should be done once at the start of an external application:
import logging

# log messages to a file
logging.basicConfig(
    level=logging.INFO,
    filename=""example_log.log"",
)
logger = logging.getLogger() # access the root looger

# Write example message
logger.info(""Starting pipeline run..."")
```
The `graphrag` library will propagate it's log messages to the root logger, giving users flexible configuration control to keep or ignore messages.

Fixes #1955.

---

💡 You can make Copilot smarter by setting up custom instructions, customizing its development environment and configuring Model Context Protocol (MCP) servers. Learn more [Copilot coding agent tips](https://gh.io/copilot-coding-agent-tips) in the docs."
3103637450,2579,[Fix] Export IConfiguration interface from AISKU package,Copilot,198982749,closed,2025-05-30T16:03:53Z,2025-06-02T17:44:01Z,2025-06-02T17:44:01Z,https://api.github.com/repos/microsoft/ApplicationInsights-JS,https://github.com/microsoft/ApplicationInsights-JS/pull/2579,"## Issue

The `IConfiguration` interface was referenced in the AISKU package but wasn't properly exported from the CDN bundle. This caused issues when users tried to import the interface directly from the package.

## Changes

Added `IConfiguration` to the exports list in `AISKU/src/Init.ts` to make it available from the CDN bundles. This interface was already being exported in `applicationinsights-web.ts` but not in the CDN bundle exports defined in `Init.ts`.

```diff
export {
+    IConfiguration,
    LoggingSeverity,
    PerfEvent,
    PerfManager,
    doPerf,
    ...
```

## Impact

This is a minimal change with low risk:
1. Only added one item to an existing export list
2. The interface already exists and is used in the codebase
3. The interface is already being exported in another file

This change allows users to import `IConfiguration` directly from the AISKU package, addressing the reported issue.

Fixes #2578.

> [!WARNING]
>
> <details>
> <summary>Firewall rules blocked me from connecting to one or more addresses</summary>
>
> #### I tried to connect to the following addresses, but was blocked by firewall rules:
>
> - `accounts.google.com`
>   - Triggering command: `/home/REDACTED/.cache/puppeteer/chrome/linux-136.0.7103.94/chrome-linux64/chrome --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=network --no-sandbox --disable-dev-shm-usage --use-angle=swiftshader-webgl --mute-audio --crashpad-handler-pid=3889 --enable-crash-reporter=, --noerrdialogs --user-data-dir=/tmp/puppeteer_dev_chrome_profile-yBlBuC --change-stack-guard-on-fork=enable --shared-files=network_parent_dirs_pipe:100,v8_context_snapshot_data:101 --field-trial-handle=3,i,17555819613264634583,8954777969844766546,262144 --enable-features=PdfOopif --disable-features=AcceptCHFrame,IsolateSandboxedIframes,MediaRouter,OptimizationHints,PaintHolding,ProcessPerSiteUpToMainFrameThreshold,TabstripComboButton,Translate --variations-seed-version ` (dns block)
>   - Triggering command: `/home/REDACTED/.cache/puppeteer/chrome/linux-136.0.7103.94/chrome-linux64/chrome --allow-pre-commit-input --disable-REDACTED-networking --disable-REDACTED-timer-throttling --disable-REDACTEDing-occluded-windows --disable-breakpad --disable-client-side-phishing-detection --disable-component-extensions-with-REDACTED-pages --disable-crash-reporter --disable-default-apps --disable-dev-shm-usage --disable-hang-monitor --disable-infobars --disable-ipc-flooding-protection --disable-popup-blocking --disable-prompt-on-repost --disable-renderer-REDACTEDing --disable-search-engine-choice-screen --disable-sync --enable-automation --export-tagged-pdf --force-color-profile=srgb --generate-pdf-document-outline --metrics-recording-only --no-first-run --password-store=basic --use-mock-keychain --disable-features=Translate,AcceptCHFrame,MediaRouter,OptimizationHints,TabstripComboButton,ProcessPerSiteUpToMainFrameThreshold,IsolateSandboxedIframes --enable-features=PdfOopif --headless=new --hide-scrollbars --mute-audio --disable-extensions --enable-precise-memory-info --expose-internals-for-testing --no-sandbox --remote-debugging-port=0 --user-data-dir=/tmp/puppeteer_dev_chrome_profile-yBlBuC --noerrdialogs --ozone-platform=headless --ozone-override-screen-size=800,600 --use-angle=swiftshader-webgl about:blank ` (dns block)
> - `clients2.google.com`
>   - Triggering command: `/home/REDACTED/.cache/puppeteer/chrome/linux-136.0.7103.94/chrome-linux64/chrome --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=network --no-sandbox --disable-dev-shm-usage --use-angle=swiftshader-webgl --mute-audio --crashpad-handler-pid=3889 --enable-crash-reporter=, --noerrdialogs --user-data-dir=/tmp/puppeteer_dev_chrome_profile-yBlBuC --change-stack-guard-on-fork=enable --shared-files=network_parent_dirs_pipe:100,v8_context_snapshot_data:101 --field-trial-handle=3,i,17555819613264634583,8954777969844766546,262144 --enable-features=PdfOopif --disable-features=AcceptCHFrame,IsolateSandboxedIframes,MediaRouter,OptimizationHints,PaintHolding,ProcessPerSiteUpToMainFrameThreshold,TabstripComboButton,Translate --variations-seed-version ` (dns block)
>   - Triggering command: `/home/REDACTED/.cache/puppeteer/chrome/linux-136.0.7103.94/chrome-linux64/chrome --allow-pre-commit-input --disable-REDACTED-networking --disable-REDACTED-timer-throttling --disable-REDACTEDing-occluded-windows --disable-breakpad --disable-client-side-phishing-detection --disable-component-extensions-with-REDACTED-pages --disable-crash-reporter --disable-default-apps --disable-dev-shm-usage --disable-hang-monitor --disable-infobars --disable-ipc-flooding-protection --disable-popup-blocking --disable-prompt-on-repost --disable-renderer-REDACTEDing --disable-search-engine-choice-screen --disable-sync --enable-automation --export-tagged-pdf --force-color-profile=srgb --generate-pdf-document-outline --metrics-recording-only --no-first-run --password-store=basic --use-mock-keychain --disable-features=Translate,AcceptCHFrame,MediaRouter,OptimizationHints,TabstripComboButton,ProcessPerSiteUpToMainFrameThreshold,IsolateSandboxedIframes --enable-features=PdfOopif --headless=new --hide-scrollbars --mute-audio --disable-extensions --enable-precise-memory-info --expose-internals-for-testing --no-sandbox --remote-debugging-port=0 --user-data-dir=/tmp/puppeteer_dev_chrome_profile-yBlBuC --noerrdialogs --ozone-platform=headless --ozone-override-screen-size=800,600 --use-angle=swiftshader-webgl about:blank ` (dns block)
> - `content-autofill.googleapis.com`
>   - Triggering command: `/home/REDACTED/.cache/puppeteer/chrome/linux-136.0.7103.94/chrome-linux64/chrome --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=network --no-sandbox --disable-dev-shm-usage --use-angle=swiftshader-webgl --mute-audio --crashpad-handler-pid=3889 --enable-crash-reporter=, --noerrdialogs --user-data-dir=/tmp/puppeteer_dev_chrome_profile-yBlBuC --change-stack-guard-on-fork=enable --shared-files=network_parent_dirs_pipe:100,v8_context_snapshot_data:101 --field-trial-handle=3,i,17555819613264634583,8954777969844766546,262144 --enable-features=PdfOopif --disable-features=AcceptCHFrame,IsolateSandboxedIframes,MediaRouter,OptimizationHints,PaintHolding,ProcessPerSiteUpToMainFrameThreshold,TabstripComboButton,Translate --variations-seed-version ` (dns block)
>   - Triggering command: `/home/REDACTED/.cache/puppeteer/chrome/linux-136.0.7103.94/chrome-linux64/chrome --allow-pre-commit-input --disable-REDACTED-networking --disable-REDACTED-timer-throttling --disable-REDACTEDing-occluded-windows --disable-breakpad --disable-client-side-phishing-detection --disable-component-extensions-with-REDACTED-pages --disable-crash-reporter --disable-default-apps --disable-dev-shm-usage --disable-hang-monitor --disable-infobars --disable-ipc-flooding-protection --disable-popup-blocking --disable-prompt-on-repost --disable-renderer-REDACTEDing --disable-search-engine-choice-screen --disable-sync --enable-automation --export-tagged-pdf --force-color-profile=srgb --generate-pdf-document-outline --metrics-recording-only --no-first-run --password-store=basic --use-mock-keychain --disable-features=Translate,AcceptCHFrame,MediaRouter,OptimizationHints,TabstripComboButton,ProcessPerSiteUpToMainFrameThreshold,IsolateSandboxedIframes --enable-features=PdfOopif --headless=new --hide-scrollbars --mute-audio --disable-extensions --enable-precise-memory-info --expose-internals-for-testing --no-sandbox --remote-debugging-port=0 --user-data-dir=/tmp/puppeteer_dev_chrome_profile-yBlBuC --noerrdialogs --ozone-platform=headless --ozone-override-screen-size=800,600 --use-angle=swiftshader-webgl about:blank ` (dns block)
>
> If you need me to access, download, or install something from one of these locations, you can either:
>
> - Configure [Actions setup steps](https://gh.io/copilot/actions-setup-steps) to set up my environment, which run before the firewall is enabled
> - Add the appropriate URLs or hosts to my [firewall allow list](https://gh.io/copilot/firewall-config)
>
> </details>


---

💡 You can make Copilot smarter by setting up custom instructions, customizing its development environment and configuring Model Context Protocol (MCP) servers. Learn more [Copilot coding agent tips](https://gh.io/copilot-coding-agent-tips) in the docs."
3103650370,2581,Export ICorrelationConfig interface from dependencies extension,Copilot,198982749,closed,2025-05-30T16:10:07Z,2025-06-02T17:45:38Z,2025-06-02T17:45:37Z,https://api.github.com/repos/microsoft/ApplicationInsights-JS,https://github.com/microsoft/ApplicationInsights-JS/pull/2581,"This PR exports the `ICorrelationConfig` interface from the applicationinsights-dependencies-js extension.

The `ICorrelationConfig` interface is already used within the extension (specifically in the `ajax.ts` file) and is referenced in the documentation (`docs/Dependency.md`), but was not being exported from the main package entry point.

### Changes made:
- Added an export statement for `ICorrelationConfig` in `extensions/applicationinsights-dependencies-js/src/applicationinsights-dependencies-js.ts`

This allows consumers of the extension to access the interface directly without having to import it from the common package.

Fixes #2580.

---

💡 You can make Copilot smarter by setting up custom instructions, customizing its development environment and configuring Model Context Protocol (MCP) servers. Learn more [Copilot coding agent tips](https://gh.io/copilot-coding-agent-tips) in the docs."
3103681169,160,Fix translations in German folder to match original content,Copilot,198982749,closed,2025-05-30T16:26:33Z,2025-05-30T17:18:54Z,2025-05-30T17:18:54Z,https://api.github.com/repos/microsoft/Generative-AI-for-beginners-dotnet,https://github.com/microsoft/Generative-AI-for-beginners-dotnet/pull/160,"This PR addresses the issue where the translations in the German folder did not properly match the original source content. The specific changes include:

### Changes Made:

1. **Updated German `readme.md`**:
   - Added missing sections to the ""What you'll learn"" list:
     - ""🖼️ Bildgenerierung mit DALL-E""
     - ""💻 Lokales Ausführen von Modellen mit AI Toolkit und Docker""
   - Added corresponding links to these sections in the content outline

2. **Added missing German markdown files**:
   - Created `05-ImageGenerationOpenAI.md` with German translation
   - Created `06-AIToolkitAndDockerModels.md` with German translation

3. **Updated directory structure**:
   - Created the complete folder structure in the German translation's `src` directory to match the original
   - Copied core files like `CoreGenerativeAITechniques.sln`, `PromptsHelper.cs`, and `VideosHelper.cs`

These changes ensure that the German translation properly represents the original content structure while maintaining appropriate translations for all content.

Fixes #159.

---

💡 You can make Copilot smarter by setting up custom instructions, customizing its development environment and configuring Model Context Protocol (MCP) servers. Learn more [Copilot coding agent tips](https://gh.io/copilot-coding-agent-tips) in the docs."
3103748044,4679,Fix tests that ignore MSTEST0040 warning,Copilot,198982749,closed,2025-05-30T16:59:33Z,2025-06-07T18:08:54Z,,https://api.github.com/repos/MarimerLLC/csla,https://github.com/MarimerLLC/csla/pull/4679,"This PR addresses the MSTEST0040 warnings in the test suite by replacing the obsolete try-catch patterns with the recommended `Assert.ThrowsException<T>()` method.

## Changes

I've updated several test files that were using try-catch blocks to test exceptions with the proper MSTest pattern:

- Updated `SmartDateTests.cs` to use `Assert.ThrowsException` for testing exception scenarios
- Updated `SerializationTests.cs` to use `Assert.ThrowsException` for validating security exceptions
- Refactored `EditableGetSetRuleValidationTests.cs` to use proper exception assertions
- Fixed exception handling in `PropertyGetSetTests.cs` for TypeInitializationException tests
- Improved `DataPortalExceptionTests.cs` to use the recommended pattern for testing exceptions
- Updated `AppContextTests.cs` to use modern exception testing patterns

The MSTEST0040 warning is triggered when tests use try-catch blocks with Assert.Fail() instead of using the specialized assertion methods like Assert.ThrowsException. This change makes the tests more robust, cleaner, and follows the recommended MSTest patterns.

No functional changes were made to the actual test logic - these changes only affect how the test assertions are expressed.

Fixes #4668.

---

💡 You can make Copilot smarter by setting up custom instructions, customizing its development environment and configuring Model Context Protocol (MCP) servers. Learn more [Copilot coding agent tips](https://gh.io/copilot-coding-agent-tips) in the docs."
