pr_id,id,user,state,submitted_at,body
3161638137,2947274444,DamianEdwards,COMMENTED,2025-06-20T21:03:02Z,
3161638137,2947280214,DamianEdwards,COMMENTED,2025-06-20T21:07:25Z,
3161638137,2947283020,DamianEdwards,COMMENTED,2025-06-20T21:09:39Z,
3161638137,2947295072,copilot-swe-agent[bot],COMMENTED,2025-06-20T21:19:51Z,
3161638137,2947412213,DamianEdwards,COMMENTED,2025-06-20T23:21:13Z,
3161638137,2947423621,copilot-swe-agent[bot],COMMENTED,2025-06-20T23:40:02Z,
3154385668,2936768841,timotheeguerin,APPROVED,2025-06-17T18:58:34Z,
3123156365,2905707066,brianrob,COMMENTED,2025-06-06T18:25:16Z,
3123156365,2905723610,copilot-swe-agent[bot],COMMENTED,2025-06-06T18:29:24Z,
3123156365,2905949953,marklio,APPROVED,2025-06-06T19:21:40Z,
3123156365,2906028137,brianrob,APPROVED,2025-06-06T19:57:44Z,
3123156365,2906087010,mconnew,APPROVED,2025-06-06T20:30:59Z,:shipit:
3075470121,2855901917,mitchdenny,COMMENTED,2025-05-21T00:46:31Z,
3166279802,2948344557,MarekM25,COMMENTED,2025-06-22T21:30:14Z,"You are right, we need to fix mainnet as well
"
3166279802,2948380391,copilot-pull-request-reviewer[bot],COMMENTED,2025-06-22T23:37:03Z,"## Pull Request Overview

This pull request updates the Sepolia configuration to properly expire pre-merge PoW block history by setting the barriers to 1450409 as required by EIP-3675.  
- Updated barrier values in sepolia.json for AncientReceiptsBarrier and AncientBodiesBarrier.  
- Adjusted the test expectation in ConfigFilesTests.cs to align with the configuration update.  
- Left sepolia_archive.json unchanged per the requirements.

### Reviewed Changes

Copilot reviewed 2 out of 2 changed files in this pull request and generated no comments.

| File                                                   | Description                                                    |
| ------------------------------------------------------ | -------------------------------------------------------------- |
| src/Nethermind/Nethermind.Runner/configs/sepolia.json  | Updated barrier values for expiring PoW history.               |
| src/Nethermind/Nethermind.Runner.Test/ConfigFilesTests.cs | Updated test expectations to match new barrier values.         |



"
3141911468,2963315707,Benjin,APPROVED,2025-06-26T19:26:13Z,
3125744468,2906116218,rach-id,COMMENTED,2025-06-06T20:49:35Z,
3125744468,2906126620,copilot-swe-agent[bot],COMMENTED,2025-06-06T20:55:32Z,
3125744468,2906126824,copilot-swe-agent[bot],COMMENTED,2025-06-06T20:55:39Z,
3125744468,2906127052,copilot-swe-agent[bot],COMMENTED,2025-06-06T20:55:48Z,
3125744468,2913474766,evan-forbes,APPROVED,2025-06-10T13:00:18Z,@copilot can you double check the entire repo for old versions of go / docker? often times I feel like we miss some despite trying to use the go mod's version in as many places as possible
3125744468,2913493394,rootulp,APPROVED,2025-06-10T13:05:03Z,
3125744468,2914072660,ninabarbakadze,APPROVED,2025-06-10T15:21:58Z,
3074649485,2851643873,joshfree,DISMISSED,2025-05-19T18:15:38Z,"Review the list of Azure MCP Server tools listed in the README.md and remove the ones that don't actually exist.

For isntance ""Configure monitoring options"" does not exist.  Check https://github.com/Azure/azure-mcp/blob/main/docs/azmcp-commands.md for accuracy."
