agent,id,title,reason,type
Copilot,3103623751,Update GitHub language support article with footnotes and improved note formatting,The changes described are focused on improving the formatting and readability of the documentation without altering functionality or adding features.,docs
Copilot,3103364279,[WIP] Show time alongside health check status,"The PR introduces a new feature to show the time alongside the health check status, including UI updates and data model changes to support this functionality.",feat
Copilot,3103650370,Export ICorrelationConfig interface from dependencies extension,"The PR adds an export for an interface, which is an enhancement to the public API of the package, effectively adding a new feature for consumers of the extension.",feat
Copilot,3103634798,Improve internal logging functionality by using Python's standard logging module,"The PR introduces a new logging system using Python's standard logging module, which is a new feature improving the internal logging functionality and external integration capabilities.",feat
Copilot,3103475045,Update documentation to correctly reference code samples in lesson 3,"The changes described are updates to the documentation to correctly reference code samples, which is a documentation-only change without code modifications or feature additions.",docs
Copilot,3103408529,Add rule to enforce GitHub Actions pinned by full commit SHA,"The PR introduces a new rule to enforce a security best practice in GitHub Actions workflows, which is a new feature addition to the policy enforcement system.",feat
Copilot,3103681169,Fix translations in German folder to match original content,"The PR fixes inconsistencies and missing content in the German translations to align them with the original source, which is a bug fix in the translation files.",fix
Copilot,3103748044,Fix tests that ignore MSTEST0040 warning,"The PR fixes the test code by replacing obsolete try-catch patterns with the recommended Assert.ThrowsException method, addressing MSTEST0040 warnings. This is a bug fix in the test suite to improve correctness and maintainability of tests.",fix
Copilot,3103386463,[BUG] Fix get_flow_run_log_content 400 error when log file is in creation,"The PR fixes a bug where accessing logs immediately after creating a run causes a 400 error due to the log file still being created. The fix adds a retry mechanism to handle this error gracefully, which is a bug fix.",fix
Copilot,3152656456,Add CSIDL terminology to Environment.SpecialFolder documentation,The PR updates documentation to improve discoverability by adding terminology and clarifying descriptions without changing code functionality.,docs
Copilot,3103853435,Fix notebook sticky execution spinner getting stuck after execution finishes,The PR fixes a bug where the notebook sticky execution spinner gets stuck after execution finishes by correcting the logic to restore the proper execution order content. This is a clear bug fix.,fix
Copilot,3152602811,Add CIConditionAttribute to support CI-specific test execution control,"The PR introduces a new attribute to support conditional test execution in CI environments, which is a new feature addition to the test framework.",feat
Copilot,3152485982,Add TestCategories property to ITestDataRow for per-test-case categorization,"The PR introduces a new feature that allows applying test categories to individual test data rows, enabling more granular test categorization and filtering. This is a clear addition of functionality rather than a fix, documentation, or other change type.",feat
Copilot,3152775367,Fix ResourceAsset constructor to support RespectRequiredConstructorParametersDefault,"The PR fixes a bug related to JSON deserialization crashing when a required constructor parameter is missing, by adding a default value to the constructor parameter to ensure compatibility with a feature switch.",fix
Copilot,3152863486,Update TfsNodeStructureTool Notes to new Format,"The PR updates documentation and configuration examples to a new format without changing code functionality, which is a documentation-only change.",docs
Copilot,3152847691,🛠️ Switch to Data-Driven Content Generation in Hugo,"The PR introduces a new feature by switching to a data-driven content generation approach in Hugo, eliminating duplication and adding new layout templates and content generation methods.",feat
Copilot,3103637450,[Fix] Export IConfiguration interface from AISKU package,"The change fixes an issue where the IConfiguration interface was not properly exported from the AISKU package, causing import errors for users. This is a bug fix to correct the export behavior.",fix
Copilot,3153076666,docs: document the contribution flow for core,The PR adds documentation about the contribution workflow and branch maintenance strategy without changing code functionality.,docs
Copilot,3153178010,`@remotion/webcodecs`: Add documentation for saving converted videos,"The PR adds missing documentation and examples to clarify how to save and use the converted video output, without changing code functionality or fixing bugs.",docs
Copilot,3152880462,Fix PropertyGetter to handle value types correctly in SupplyParameterFromPersistentComponentStateValueProvider,"The PR fixes a bug where the PropertyGetter class failed to handle value type properties correctly, causing exceptions during delegate creation. The changes address this issue by updating delegate creation logic and adding tests, which clearly indicates a bug fix.",fix
Copilot,3094093175,Add null reference prevention to RequestMessage.cs,"The PR adds null checks to prevent potential null reference exceptions, which is a bug fix to improve code robustness without adding new features.",fix
