agent,pr_id,pr_number,repo_url,pr_url,issue_url,issue_number,source
Copilot,3103364279,9591,https://github.com/dotnet/aspire,https://github.com/dotnet/aspire/pull/9591,https://github.com/dotnet/aspire/issues/7865,7865,body
Copilot,3103386463,4014,https://github.com/microsoft/promptflow,https://github.com/microsoft/promptflow/pull/4014,https://github.com/microsoft/promptflow/issues/4002,4002,body
Copilot,3103408529,15978,https://github.com/mlflow/mlflow,https://github.com/mlflow/mlflow/pull/15978,https://github.com/mlflow/mlflow/issues/15977,15977,body
Copilot,3103475045,158,https://github.com/microsoft/Generative-AI-for-beginners-dotnet,https://github.com/microsoft/Generative-AI-for-beginners-dotnet/pull/158,https://github.com/microsoft/Generative-AI-for-beginners-dotnet/issues/157,157,body
Copilot,3103634798,1956,https://github.com/microsoft/graphrag,https://github.com/microsoft/graphrag/pull/1956,https://github.com/microsoft/graphrag/issues/1955,1955,body
Copilot,3103637450,2579,https://github.com/microsoft/ApplicationInsights-JS,https://github.com/microsoft/ApplicationInsights-JS/pull/2579,https://github.com/microsoft/ApplicationInsights-JS/issues/2578,2578,body
Copilot,3103650370,2581,https://github.com/microsoft/ApplicationInsights-JS,https://github.com/microsoft/ApplicationInsights-JS/pull/2581,https://github.com/microsoft/ApplicationInsights-JS/issues/2580,2580,body
Copilot,3103681169,160,https://github.com/microsoft/Generative-AI-for-beginners-dotnet,https://github.com/microsoft/Generative-AI-for-beginners-dotnet/pull/160,https://github.com/microsoft/Generative-AI-for-beginners-dotnet/issues/159,159,body
Copilot,3103748044,4679,https://github.com/MarimerLLC/csla,https://github.com/MarimerLLC/csla/pull/4679,https://github.com/MarimerLLC/csla/issues/4668,4668,body
Copilot,3103853435,250131,https://github.com/microsoft/vscode,https://github.com/microsoft/vscode/pull/250131,https://github.com/microsoft/vscode/issues/250130,250130,body
Copilot,3152485982,5795,https://github.com/microsoft/testfx,https://github.com/microsoft/testfx/pull/5795,https://github.com/microsoft/testfx/issues/4089,4089,body
Copilot,3152602811,5797,https://github.com/microsoft/testfx,https://github.com/microsoft/testfx/pull/5797,https://github.com/microsoft/testfx/issues/5533,5533,body
Copilot,3152656456,11460,https://github.com/dotnet/dotnet-api-docs,https://github.com/dotnet/dotnet-api-docs/pull/11460,https://github.com/dotnet/dotnet-api-docs/issues/11443,11443,body
Copilot,3152658418,11461,https://github.com/dotnet/dotnet-api-docs,https://github.com/dotnet/dotnet-api-docs/pull/11461,https://github.com/dotnet/dotnet-api-docs/issues/11442,11442,body
Copilot,3152775367,62366,https://github.com/dotnet/aspnetcore,https://github.com/dotnet/aspnetcore/pull/62366,https://github.com/dotnet/aspnetcore/issues/62350,62350,body
