pr_id,id,user,state,submitted_at,body
3166296623,2948347548,ellipsis-dev[bot],COMMENTED,2025-06-22T21:44:08Z,
3133979452,2914028378,coderabbitai[bot],COMMENTED,2025-06-10T15:13:43Z,"**Actionable comments posted: 2**

<details>
<summary>🧹 Nitpick comments (1)</summary><blockquote>

<details>
<summary>apps/web/utils/cold-email/is-cold-email.test.ts (1)</summary><blockquote>

`207-306`: **Consider adding edge case tests for better coverage.**

The current tests cover the main scenarios well, but consider adding tests for:
- When `hasPreviousCommunicationsWithSenderOrDomain` returns true (should skip AI check)
- When email doesn't have `date` or `id` fields
- When `coldEmail.status` is neither `USER_REJECTED_COLD` nor `AI_LABELED_COLD`

</blockquote></details>

</blockquote></details>

<details>
<summary>📜 Review details</summary>

**Configuration used: CodeRabbit UI**
**Review profile: CHILL**
**Plan: Pro**


<details>
<summary>📥 Commits</summary>

Reviewing files that changed from the base of the PR and between 4e70fd9eddb859d69be799cf6c67b99c7bf7f451 and fa97d71a3560e068365473ccd84e9bf8f484ed52.

</details>

<details>
<summary>📒 Files selected for processing (2)</summary>

* `apps/web/utils/cold-email/is-cold-email.test.ts` (4 hunks)
* `apps/web/utils/cold-email/is-cold-email.ts` (1 hunks)

</details>

<details>
<summary>🧰 Additional context used</summary>

<details>
<summary>🧬 Code Graph Analysis (1)</summary>

<details>
<summary>apps/web/utils/cold-email/is-cold-email.test.ts (3)</summary><blockquote>

<details>
<summary>apps/web/__tests__/helpers.ts (1)</summary>

* `getEmailAccount` (4-16)

</details>
<details>
<summary>apps/web/utils/gmail/message.ts (1)</summary>

* `hasPreviousCommunicationsWithSenderOrDomain` (184-201)

</details>
<details>
<summary>apps/web/utils/cold-email/is-cold-email.ts (1)</summary>

* `isColdEmail` (23-85)

</details>

</blockquote></details>

</details><details>
<summary>🪛 GitHub Actions: Run Tests</summary>

<details>
<summary>apps/web/utils/cold-email/is-cold-email.test.ts</summary>

[error] 156-156: Test failure: TypeError: Cannot read properties of undefined (reading 'object') in isColdEmail function. Occurred in tests 'should return false when sender is marked as USER_REJECTED_COLD' and 'should check AI when sender is not in database'.

</details>

</details>

</details>

<details>
<summary>⏰ Context from checks skipped due to timeout of 90000ms (1)</summary>

* GitHub Check: Analyze (javascript-typescript)

</details>

<details>
<summary>🔇 Additional comments (5)</summary><blockquote>

<details>
<summary>apps/web/utils/cold-email/is-cold-email.ts (2)</summary>

`101-101`: **Good addition of status field to the select.**

The change to include both `id` and `status` fields is necessary for the new conditional logic.

---

`104-110`: **Excellent implementation of user feedback respect logic.**

The new conditional logic correctly distinguishes between user-rejected and AI-labeled cold emails:
- `USER_REJECTED_COLD`: Returns false, respecting user feedback
- `AI_LABELED_COLD`: Returns true, maintaining AI classification

This ensures that users can override AI decisions and their feedback is preserved.

</details>
<details>
<summary>apps/web/utils/cold-email/is-cold-email.test.ts (3)</summary>

`7-9`: **Good addition of required imports for new test coverage.**

The imports for `isColdEmail` function and `hasPreviousCommunicationsWithSenderOrDomain` are correctly added to support the new test suite.

---

`18-18`: **Good addition of necessary mocks for comprehensive testing.**

The additional mocks for `prisma.coldEmail.findUnique`, `hasPreviousCommunicationsWithSenderOrDomain`, and `chatCompletionObject` are correctly set up to isolate the test dependencies.



Also applies to: 32-38

---

`253-273`: **Excellent test coverage for AI_LABELED_COLD scenario.**

This test correctly verifies that when a sender is marked as `AI_LABELED_COLD`, the function returns true with reason ""ai-already-labeled"" without needing to call the AI service.

</details>

</blockquote></details>

</details>

<!-- This is an auto-generated comment by CodeRabbit for review status -->"
3159821039,2942460376,cursor[bot],COMMENTED,2025-06-19T10:35:14Z,"<details open>
<summary><h3>Bug</h3></summary>

The `DragAndDropTray` component has two main issues:

1.  **Memory Leak (Event Listeners):** The `handlePointerMove`, `handlePointerUp`, and `handlePointerCancel` functions are defined within the component, causing them to be recreated on each render. This leads to `document.removeEventListener` failing to unregister previously added listeners (due to function reference mismatch), resulting in memory leaks and potentially multiple active listeners, especially when the component re-renders during a drag operation.
2.  **Incorrect Shape Placement:** In the `handlePointerUp` function, screen coordinates (`e.clientX`, `e.clientY`) are incorrectly adjusted by subtracting the editor's viewport offset (`viewport.x`, `viewport.y`) before being passed to `editor.screenToPage()`. Since `editor.screenToPage()` expects raw screen coordinates and handles viewport transformation internally, this double adjustment causes shapes to be created at inaccurate positions on the canvas.

<p></p>

<details>
<summary><code>apps/examples/src/examples/drag-and-drop-tray/DragAndDropTrayExample.tsx#L102-L175</code></summary>

https://github.com/tldraw/tldraw/blob/92ab621f68384f8fd07d9e74fd9cdad4e4b64464/apps/examples/src/examples/drag-and-drop-tray/DragAndDropTrayExample.tsx#L102-L175

</details>

<a href=""https://cursor.com/open?data=eyJhbGciOiJSUzI1NiIsInR5cCI6IkpXVCIsImtpZCI6ImJ1Z2JvdC12MSJ9.eyJ2ZXJzaW9uIjoxLCJ0eXBlIjoiQlVHQk9UX0ZJWF9JTl9DVVJTT1IiLCJkYXRhIjp7InJlZGlzS2V5IjoiYnVnYm90OjFhNzg1NzMxLWVjNjYtNDExMS05MjBmLTRjMWViN2Q3YWJiNyIsImVuY3J5cHRpb25LZXkiOiJJUTlSa1lpVWFjbWRrajlaTTBWeVZWV0JxajhSOXNlRVdxdXhZcFVlNHo0IiwiYnJhbmNoIjoiY3Vyc29yL2NyZWF0ZS1hLWRyYWctYW5kLWRyb3AtdHJheS1lMWY4In0sImlhdCI6MTc1MDMyOTMxNCwiZXhwIjoxNzUwOTM0MTE0fQ.i8aTWHYUTkycwgWCCeQxBQ2s9y4xyE1WydlsqYDFDI16xWkbct2BFNpCufmFg9wFoHcLbLMnnBX4OxsoBt5ruVWE6DBF0OA4qEdt_mL6QRrj9PVF3nBofe0BXmhOkEHHqeXi0d7XL5hRgSKw5B4tjxuMPjC0mORnrBbszNYXcUgEzPZ5zyb2CUwgBmfrMNkfBqJo__nyGw08ZOgGPHaFlMUa0cWbJEykHkfdMTH9AHnN_M7EhiE8W8GApSFB8lhQ9ahPjO1iqbtPNMSevgOmksR-2OjgYGgVq_wF3ft7eNQ31z8tEKpeANLSNOycOp332gX3gSFBQwI48PMdY90HUw"">Fix in Cursor</a>

</details>

---

_Was this report helpful? Give feedback by reacting with 👍 or 👎_
"
3159821039,2942545290,cursor[bot],COMMENTED,2025-06-19T11:07:40Z,"<details open>
<summary><h3>Bug: Drag Preview Mismatch with Canvas Coordinates</h3></summary>

The drag preview's CSS `transform` style uses canvas coordinates (`current.currentPosition`) for positioning. This is a coordinate system mismatch, as screen elements require screen coordinates for proper display, causing the drag preview to appear incorrectly positioned, especially when the canvas is zoomed or panned.

<p></p>

<details>
<summary><code>apps/examples/src/examples/drag-and-drop-tray/DragAndDropTrayExample.tsx#L192-L193</code></summary>

https://github.com/tldraw/tldraw/blob/a8ecdaa711a5e76b840fb438b16cbb95b005c356/apps/examples/src/examples/drag-and-drop-tray/DragAndDropTrayExample.tsx#L192-L193

</details>

<a href=""https://cursor.com/open?data=eyJhbGciOiJSUzI1NiIsInR5cCI6IkpXVCIsImtpZCI6ImJ1Z2JvdC12MSJ9.eyJ2ZXJzaW9uIjoxLCJ0eXBlIjoiQlVHQk9UX0ZJWF9JTl9DVVJTT1IiLCJkYXRhIjp7InJlZGlzS2V5IjoiYnVnYm90OjQ4ZGVhMDljLTUzMTYtNGI2Zi1hZGNkLTljNjI5NmYzOGFkYyIsImVuY3J5cHRpb25LZXkiOiJRNWxmbnZVcWFVTjB0RUxLWS1lRC02dG5Dblc3T3hYRlo5RUp2S0w2Tzg4IiwiYnJhbmNoIjoiY3Vyc29yL2NyZWF0ZS1hLWRyYWctYW5kLWRyb3AtdHJheS1lMWY4In0sImlhdCI6MTc1MDMzMTI2MCwiZXhwIjoxNzUwOTM2MDYwfQ.YwINpu3kKeW9TAXCKT8m2pd2-zlXggHp6tmiiNvjrBX1vzjx35IyVbyY0BkgZRxjxtF1IPoy1gqlI___3VKmlslJxjmz20qmS48iwRZusAoV9vBRBRQBGO-BKsgpMJVwvRH580rvwLiIcsSlxUJWf1C51zBDf23KHN7qTP20jl9KWhdCfudqQwRGMbepHnEscj5Gdb7vfIvvS9KA1PJJL8H0gfpTfReTRH7PfFh8c8bsf31p1YlGd3uX0Kk_myQf8GFEiUtmnu1osZSuICbhag6gJwKPYInzOnDQ8a_6o29a431QGGDJJroqhfeGTmQTUPHWQ2cs87qtKVJj9JXwSg"">Fix in Cursor</a>

</details>

---

<details open>
<summary><h3>Bug: Drag State Handling Fails Across Zoom Levels</h3></summary>

The `dragState.startPosition` is inconsistently handled: it's initially set in screen coordinates, but then compared with `canvasPoint` (canvas coordinates) for drag threshold detection. This coordinate system mismatch causes incorrect distance calculations and inconsistent drag initiation behavior across different zoom levels or viewport positions. Additionally, when transitioning to the 'dragging' state, `startPosition` is erroneously overwritten with the current canvas coordinates instead of preserving the original start position (converted to canvas coordinates).

<p></p>

<details>
<summary><code>apps/examples/src/examples/drag-and-drop-tray/DragAndDropTrayExample.tsx#L50-L58</code></summary>

https://github.com/tldraw/tldraw/blob/a8ecdaa711a5e76b840fb438b16cbb95b005c356/apps/examples/src/examples/drag-and-drop-tray/DragAndDropTrayExample.tsx#L50-L58

</details>

<a href=""https://cursor.com/open?data=eyJhbGciOiJSUzI1NiIsInR5cCI6IkpXVCIsImtpZCI6ImJ1Z2JvdC12MSJ9.eyJ2ZXJzaW9uIjoxLCJ0eXBlIjoiQlVHQk9UX0ZJWF9JTl9DVVJTT1IiLCJkYXRhIjp7InJlZGlzS2V5IjoiYnVnYm90OjgwZDJmOWU2LTg1ODMtNDU4OC05Mzc5LWUwYzVkNzFkNzE3YSIsImVuY3J5cHRpb25LZXkiOiJsX3FjbEFHTVhFYXdyd3hfazdYR0MycmVYbXlzMzRjM1lqU3o2NHdEU25jIiwiYnJhbmNoIjoiY3Vyc29yL2NyZWF0ZS1hLWRyYWctYW5kLWRyb3AtdHJheS1lMWY4In0sImlhdCI6MTc1MDMzMTI2MCwiZXhwIjoxNzUwOTM2MDYwfQ.bhAh2I5BcdTjJAG08CbT_Y7L2f8iTZwAU9XE16hqfX6hV99c9pBq5C6f-BABzDIZIAXGzz8M_y4OCH_lPRBEOuqo5a9OuI5Y1mrAiWas_P3qt5SrMRus7liN-va1O-TMxckxcnb_0PbjEojnVS9FjCAdgNWRgZeIZ5hr8ikTd86bcZFRJzO2pgQdD4BLqa2Matpo8T95aMFS7j6Va0-uuNkykBiI8R4QJb7dyz3YjpRRF3ZYwzglxt5SdvGkEgC9HkIbskTxKli56k-kHUyg_PQNAvcgIIfq7DwofYqD5gbuanZOwwzdDw5n-4rEWSe-wFDv0p0s7QS4rp5yryNzog"">Fix in Cursor</a>

</details>

---

_Was this report helpful? Give feedback by reacting with 👍 or 👎_
"
3159821039,2942706280,cursor[bot],COMMENTED,2025-06-19T11:57:38Z,"<details open>
<summary><h3>Bug: Drag Preview Misalignment Due to Double Negative</h3></summary>

The drag preview's Y-coordinate calculation `current.currentPosition.y - -viewportScreenBounds.y` contains a double negative, causing `viewportScreenBounds.y` to be added instead of subtracted. This results in incorrect vertical positioning of the drag preview.

<p></p>

<details>
<summary><code>apps/examples/src/examples/drag-and-drop-tray/DragAndDropTrayExample.tsx#L189-L190</code></summary>

https://github.com/tldraw/tldraw/blob/d4094cb047c1379d63e3ee3133cf94f9e603f156/apps/examples/src/examples/drag-and-drop-tray/DragAndDropTrayExample.tsx#L189-L190

</details>

<a href=""https://cursor.com/open?data=eyJhbGciOiJSUzI1NiIsInR5cCI6IkpXVCIsImtpZCI6ImJ1Z2JvdC12MSJ9.eyJ2ZXJzaW9uIjoxLCJ0eXBlIjoiQlVHQk9UX0ZJWF9JTl9DVVJTT1IiLCJkYXRhIjp7InJlZGlzS2V5IjoiYnVnYm90OjkyNWRjN2E0LTc5MTctNDA3MC05MDM3LTkyZGU2YjQ5MTNiNiIsImVuY3J5cHRpb25LZXkiOiJrMFBiaVFkSDR4R0lZTnRSakVELTVYQVV5bkVtTDVWWWdWVUM1N05OZDFNIiwiYnJhbmNoIjoiY3Vyc29yL2NyZWF0ZS1hLWRyYWctYW5kLWRyb3AtdHJheS1lMWY4In0sImlhdCI6MTc1MDMzNDI1NywiZXhwIjoxNzUwOTM5MDU3fQ.E9JWfpzSbOQGPkm0-rdualRKoQqbXqomqhnzsSK3ffrwHXfVKkQw7goQCzM4ur62PzsG1OPNT6T6XZcGws2HdFEK0-x_EF19L-NV9lawc5dt9js6g5Tjc7yM1TsBETeQXt_Amjq3l_fnDtKynfYn-NEUyXeK12Ahu9llzgdMY80_8zOEFTFg2QhbS1Hc6-fhHSl2lh5B7MHn66wpwdYLmG3CzeFefYZHHbHgvb4d9WkPHQmmZ3bouKFeX3hcgIeSgt_aLJJ3tWGMQNUvQlB_MQCgLDT2dXp4zwZOiFVUIMW1gxZYuttgNWjpBQcX5MfLZZtsZPaAa6fzS4RPeekZUQ"">Fix in Cursor</a>

</details>

---

<details open>
<summary><h3>Bug: Event Listeners Not Removed After Drag</h3></summary>

Memory leak: `pointermove` and `keydown` event listeners, added in `handlePointerDown`, are not removed by `handlePointerUp` after a successful drag operation. These listeners are only cleaned up by the `cancel()` function when the `Escape` key is pressed, leading to their accumulation with each successful drag.

<p></p>

<details>
<summary><code>apps/examples/src/examples/drag-and-drop-tray/DragAndDropTrayExample.tsx#L72-L108</code></summary>

https://github.com/tldraw/tldraw/blob/d4094cb047c1379d63e3ee3133cf94f9e603f156/apps/examples/src/examples/drag-and-drop-tray/DragAndDropTrayExample.tsx#L72-L108

</details>

<details>
<summary><code>apps/examples/src/examples/drag-and-drop-tray/DragAndDropTrayExample.tsx#L127-L129</code></summary>

https://github.com/tldraw/tldraw/blob/d4094cb047c1379d63e3ee3133cf94f9e603f156/apps/examples/src/examples/drag-and-drop-tray/DragAndDropTrayExample.tsx#L127-L129

</details>

<a href=""https://cursor.com/open?data=eyJhbGciOiJSUzI1NiIsInR5cCI6IkpXVCIsImtpZCI6ImJ1Z2JvdC12MSJ9.eyJ2ZXJzaW9uIjoxLCJ0eXBlIjoiQlVHQk9UX0ZJWF9JTl9DVVJTT1IiLCJkYXRhIjp7InJlZGlzS2V5IjoiYnVnYm90OjU3OGY3MzU1LWM2YTAtNDY3MC1iZTYwLTIxM2JkMDQwODc1OCIsImVuY3J5cHRpb25LZXkiOiJESDlIaGR1dVJxR0Y3aGhlcGNuRXViUjY5cWtJVElFV3VRcU90b3g0RXZjIiwiYnJhbmNoIjoiY3Vyc29yL2NyZWF0ZS1hLWRyYWctYW5kLWRyb3AtdHJheS1lMWY4In0sImlhdCI6MTc1MDMzNDI1NywiZXhwIjoxNzUwOTM5MDU3fQ.PbOadi9ca4SEwWcib61aetVlO-TMTUJn1p5ofEcI0jS5NYIdhx4ic8a6KzoIIf1eaPbaqZnfJfa1mzfZoWTxjn6O6xym6ELgXRNq6c-CLqzgoB5p5pAXIMqOuqeo2Id7_k0AF8D5HBAQANb9X7Hzuc7La9AxSRm6kmeyZI73ENkLyzkJqGEaR52A1RLxsy4FRsGhd6goFbuXG0G9GfrC-K_eBdEA2eEQGumUhnxP5I7A0IRm9qPADgIi6edw4rIerAA3KmG7iNC7DX9FpkkKOWdNKr3Cz-JAB5Al5FYGH43yWTrsjbzZYoea_tuCATb3rfYIOdflAImpJmeCBjCisg"">Fix in Cursor</a>

</details>

---

_Was this report helpful? Give feedback by reacting with 👍 or 👎_
"
3159821039,2942970452,cursor[bot],COMMENTED,2025-06-19T13:11:02Z,I have read and agree to the Contributor License Agreement.
3153308695,2935439061,greptile-apps[bot],COMMENTED,2025-06-17T12:24:14Z,"
## PR Summary
Extensive expansion of seed data generation for development and testing, adding realistic data across multiple entities with interconnected relationships.

- Added 1800 note targets split between persons (1200) and companies (600) with proper UUIDs and consistent linking in `note-target-data-seeds.constant.ts`
- Generated 50 realistic enterprise-focused opportunities with varied stages and amounts up to $2M in `opportunity-data-seeds.constant.ts`
- Introduced comprehensive task seeding with 1800 targets and contextual task descriptions in `task-data-seeds.constant.ts`
- Expanded company seed data to 599 technology companies with detailed metadata and account manager assignments
- Implemented note seeding with both Blocknote and Markdown formats, maintaining consistent creator information

<sub>9 files reviewed, 7 comments</sub>
<sub>[Edit PR Review Bot Settings](https://app.greptile.com/review/github) | [Greptile](https://greptile.com?utm_source=greptile_expert&utm_medium=github&utm_campaign=code_reviews&utm_content=twenty_12675)</sub>"
3153308695,2935582701,charlesBochet,APPROVED,2025-06-17T13:02:48Z,
3153308695,2935584709,charlesBochet,COMMENTED,2025-06-17T13:03:10Z,
3153308695,2935585138,charlesBochet,COMMENTED,2025-06-17T13:03:15Z,
