agent,pr_id,pr_number,repo_url,pr_url
Cursor,3135203702,93300,https://github.com/getsentry/sentry,https://github.com/getsentry/sentry/pull/93300
Cursor,3135305868,107,https://github.com/mediar-ai/terminator,https://github.com/mediar-ai/terminator/pull/107
Cursor,3135420284,2021,https://github.com/BoundaryML/baml,https://github.com/BoundaryML/baml/pull/2021
Cursor,3136925045,93319,https://github.com/getsentry/sentry,https://github.com/getsentry/sentry/pull/93319
Cursor,3137099861,93325,https://github.com/getsentry/sentry,https://github.com/getsentry/sentry/pull/93325
Cursor,3137677174,16556,https://github.com/getsentry/sentry-javascript,https://github.com/getsentry/sentry-javascript/pull/16556
Cursor,3137765636,93358,https://github.com/getsentry/sentry,https://github.com/getsentry/sentry/pull/93358
Cursor,3137830799,16557,https://github.com/getsentry/sentry-javascript,https://github.com/getsentry/sentry-javascript/pull/16557
Cursor,3137841799,16558,https://github.com/getsentry/sentry-javascript,https://github.com/getsentry/sentry-javascript/pull/16558
Cursor,3138021777,2025,https://github.com/BoundaryML/baml,https://github.com/BoundaryML/baml/pull/2025
Cursor,3138133342,8047,https://github.com/activepieces/activepieces,https://github.com/activepieces/activepieces/pull/8047
Cursor,3138180288,7250,https://github.com/langfuse/langfuse,https://github.com/langfuse/langfuse/pull/7250
Cursor,3138324128,504,https://github.com/elie222/inbox-zero,https://github.com/elie222/inbox-zero/pull/504
Cursor,3138324206,505,https://github.com/elie222/inbox-zero,https://github.com/elie222/inbox-zero/pull/505
Cursor,3138534395,93402,https://github.com/getsentry/sentry,https://github.com/getsentry/sentry/pull/93402
Cursor,3075375258,1594,https://github.com/volcengine/verl,https://github.com/volcengine/verl/pull/1594
Cursor,3127601737,11523,https://github.com/BerriAI/litellm,https://github.com/BerriAI/litellm/pull/11523
Cursor,3152882125,2563,https://github.com/nrwl/nx-console,https://github.com/nrwl/nx-console/pull/2563
Cursor,3153069820,1009,https://github.com/getsentry/sentry-laravel,https://github.com/getsentry/sentry-laravel/pull/1009
Cursor,3153308695,12675,https://github.com/twentyhq/twenty,https://github.com/twentyhq/twenty/pull/12675
Cursor,3153713806,8537,https://github.com/novuhq/novu,https://github.com/novuhq/novu/pull/8537
Cursor,3153748109,5050,https://github.com/keephq/keep,https://github.com/keephq/keep/pull/5050
Cursor,3153749441,4487,https://github.com/getsentry/sentry-python,https://github.com/getsentry/sentry-python/pull/4487
Cursor,3154088521,93709,https://github.com/getsentry/sentry,https://github.com/getsentry/sentry/pull/93709
Cursor,3154285356,93728,https://github.com/getsentry/sentry,https://github.com/getsentry/sentry/pull/93728
Cursor,3154800493,9692,https://github.com/buildbuddy-io/buildbuddy,https://github.com/buildbuddy-io/buildbuddy/pull/9692
Cursor,3155923412,1058,https://github.com/vercel/ai-chatbot,https://github.com/vercel/ai-chatbot/pull/1058
Cursor,3156267045,8546,https://github.com/novuhq/novu,https://github.com/novuhq/novu/pull/8546
Cursor,3156345426,8548,https://github.com/novuhq/novu,https://github.com/novuhq/novu/pull/8548
