id,number,title,user,user_id,state,created_at,closed_at,merged_at,repo_url,html_url,body
3135203702,93300,Retry previous action,rahulchhabria,1755708,closed,2025-06-11T01:25:36Z,2025-06-11T01:25:40Z,,https://api.github.com/repos/getsentry/sentry,https://github.com/getsentry/sentry/pull/93300,"A ""Logs Beta"" checkbox was added to the platform options for Java, Android, Flutter, PHP, Python, Ruby, Go, and all JavaScript SDKs within the `sentry-docs` repository.

The changes include:
*   A `logsBeta` option, using a new `YesNo` enum, was introduced to `platformOptions` in each SDK's `static/app/gettingStartedDocs/<sdk>/<sdk>.tsx` file.
*   Configuration snippets (e.g., `getConfigureSnippet`, `getSdkSetupSnippet`, `getDynamicParts`) were updated to conditionally include platform-specific log setup code when the `logsBeta` option is enabled.
    *   Examples: `options.setEnableLogs(true)` for Java, `_experiments={""enable_logs"": True}` for Python, `<meta-data android:name=""io.sentry.enable-logs"" android:value=""true"" />` for Android.
*   Verify snippets (e.g., `getVerifySnippet`, `getLogsVerifySnippet`) were modified to demonstrate log usage (e.g., `Sentry.getLogger().info()`) when the feature is active.
*   Additional informational text was added to the verify step for context.
*   A `LOGS_BETA_IMPLEMENTATION.md` file was created to document all changes.

This ensures that selecting the ""Logs Beta"" checkbox dynamically injects the necessary code to enable and demonstrate Sentry's logs feature for the chosen SDK."
3135305868,107,Create Rust example for model context client,louis030195,25003283,open,2025-06-11T02:44:04Z,,,https://api.github.com/repos/mediar-ai/terminator,https://github.com/mediar-ai/terminator/pull/107,"A Rust Model Context Protocol (MCP) client example was created in `examples/mcp-client-example/`.

*   The workspace `Cargo.toml` was updated to include the new `examples/mcp-client-example` member.
*   A dedicated `Cargo.toml` was created for the example, defining its dependencies, including `rmcp` version 0.1.5.
*   The `examples/mcp_client_example.rs` file was initially a basic client.
*   It was subsequently rewritten to correctly utilize the `rmcp` API. The previous implementation did not actively call `terminator-mcp-agent`'s tools.
*   The updated `mcp_client_example.rs` now properly uses `rmcp::transport::TokioChildProcess` and `ServiceExt` to establish an MCP connection.
*   The client demonstrates actual calls to `terminator-mcp-agent`'s exposed tools, including `list_tools`, `get_applications`, `capture_screen`, `open_application`, `click_element`, `type_into_element`, `set_clipboard`, and `get_clipboard`.
*   A `examples/mcp-client-example/README.md` was added, documenting the example's capabilities, prerequisites, and expected output, including behavior in headless environments."
3135420284,2021,Add baml-cli test documentation,aaronvg,5353992,closed,2025-06-11T04:16:40Z,2025-06-11T04:25:38Z,2025-06-11T04:25:38Z,https://api.github.com/repos/BoundaryML/baml,https://github.com/BoundaryML/baml/pull/2021,"A new reference document for the `baml test` command was created at `fern/03-reference/baml-cli/test.mdx`. This document provides comprehensive details on the command's usage, options (e.g., `--include`, `--exclude`, `--parallel`), test filtering patterns, parallel execution, environment variable handling, and exit codes for CI/CD integration. It includes various examples for different workflows and explains test definition and output.

Additionally, a ""Command Line Testing"" section was added to `fern/01-guide/04-baml-basics/testing-functions.mdx`. This section introduces `baml test` as an alternative to the VSCode playground, providing quick usage examples and highlighting its utility for CI/CD pipelines and batch testing. It also includes a cross-reference to the newly created detailed CLI test reference. These changes ensure `baml test` is fully documented and discoverable within the existing documentation structure.
<!-- ELLIPSIS_HIDDEN -->


----

> [!IMPORTANT]
> Adds comprehensive documentation for the `baml-cli test` command, including usage, options, and examples, and integrates it into the existing documentation structure.
> 
>   - **Documentation**:
>     - Adds `baml-cli test` command reference in `test.mdx`, covering usage, options, filtering, parallel execution, environment variables, and exit codes.
>     - Includes examples for different workflows, test definition, and output.
>   - **Guide Update**:
>     - Adds ""Command Line Testing"" section in `testing-functions.mdx`, introducing `baml test` as an alternative to VSCode playground.
>     - Provides quick usage examples and highlights utility for CI/CD pipelines.
>     - Cross-references the detailed CLI test reference.
>   - **Navigation**:
>     - Updates `docs.yml` to include the new `test.mdx` in the documentation navigation.
> 
> <sup>This description was created by </sup>[<img alt=""Ellipsis"" src=""https://img.shields.io/badge/Ellipsis-blue?color=175173"">](https://www.ellipsis.dev?ref=BoundaryML%2Fbaml&utm_source=github&utm_medium=referral)<sup> for a2dc1f99748f8ed0187b27452bd4e22ce8ab83ef. You can [customize](https://app.ellipsis.dev/BoundaryML/settings/summaries) this summary. It will automatically update as commits are pushed.</sup>


<!-- ELLIPSIS_HIDDEN -->"
3135538721,93304,feat(open-pr-comments): Add C# support,iamrajjoshi,33237075,closed,2025-06-11T05:31:09Z,2025-06-11T21:32:03Z,2025-06-11T21:32:03Z,https://api.github.com/repos/getsentry/sentry,https://github.com/getsentry/sentry/pull/93304,"Adds Open PR Comment Support for C#

Built using Cursor Background Agent with some cleanup by me, pretty cool!"
3136628527,2554,feat(login): Warn when overwriting existing auth token,szokeasaurusrex,7881302,closed,2025-06-11T12:21:09Z,2025-06-11T15:06:28Z,2025-06-11T15:06:28Z,https://api.github.com/repos/getsentry/sentry-cli,https://github.com/getsentry/sentry-cli/pull/2554,Closes #2537
3136925045,93319,fix(autofix): Prevent duplicate recommended starred views,roaga,47861399,closed,2025-06-11T13:52:37Z,2025-06-11T14:51:40Z,2025-06-11T14:51:40Z,https://api.github.com/repos/getsentry/sentry,https://github.com/getsentry/sentry/pull/93319,"Disables button to create starred view if the step is already complete.
Also stars an existing view in the org instead of creating a new one if there is a decent match."
3137099861,93325,fix(autofix): Update autofix integration setup check,roaga,47861399,closed,2025-06-11T14:41:45Z,2025-06-11T15:01:05Z,2025-06-11T15:01:05Z,https://api.github.com/repos/getsentry/sentry,https://github.com/getsentry/sentry/pull/93325,"The autofix setup endpoint was returning ""integration missing"" due to an issue in `src/sentry/api/endpoints/group_autofix_setup_check.py`.

Previously, the `get_autofix_integration_setup_problems` function:
*   Fetched only the first GitHub `OrganizationIntegration` using `limit=1`.
*   Checked if this single integration had an active `Integration` and a valid installation.
*   Returned ""integration_missing"" if the first integration was not active or lacked an installation, even if other valid integrations existed for the organization.

The function was updated to correctly identify an active autofix setup:
*   The `limit=1` parameter was removed from the `integration_service.get_organization_integrations` call, allowing all GitHub organization integrations to be retrieved.
*   A loop was introduced to iterate through all `organization_integrations`.
*   Inside the loop, each `organization_integration` is checked for an `ACTIVE` `Integration` and a valid `installation`.
*   If a valid setup is found, `None` is returned immediately, indicating no problems.
*   ""integration_missing"" is now only returned if no valid active integration with an installation is found after checking all available organization integrations.

This change ensures the endpoint accurately reflects the autofix setup status by considering all available integrations, preventing false negatives."
3137117830,16553,feat(node): Introduce `ignoreLayersType` option to koa integration,AbhiPrasad,18689448,closed,2025-06-11T14:46:47Z,2025-06-11T17:30:38Z,2025-06-11T17:30:38Z,https://api.github.com/repos/getsentry/sentry-javascript,https://github.com/getsentry/sentry-javascript/pull/16553,"ref https://linear.app/getsentry/issue/FE-503/investigate-nested-middleware-spans-in-webfx-koa-application

The Koa integration in `@sentry/node` was updated to expose the `ignoreLayersType` option from `@opentelemetry/instrumentation-koa`, aligning its configuration with the GraphQL integration.

https://www.npmjs.com/package/@opentelemetry/instrumentation-koa

<span><div class=""markdown-heading""><h3 class=""heading-element"">Koa Instrumentation Options</h3><a id=""user-content-koa-instrumentation-options"" class=""anchor"" aria-label=""Permalink: Koa Instrumentation Options"" href=""https://www.npmjs.com/package/@opentelemetry/instrumentation-koa#koa-instrumentation-options""></a></div></span><span>
Options | Type | Example | Description
-- | -- | -- | --
ignoreLayersType | KoaLayerType[] | ['middleware'] | Ignore layers of specified type.
requestHook | KoaRequestCustomAttributeFunction | (span, info) => {} | Function for adding custom attributes to Koa middleware layers. Receives params: Span, KoaRequestInfo.

<p><code>ignoreLayersType</code> accepts an array of <code>KoaLayerType</code> which can take the following string values:</p>
<ul>
<li>
<code>router</code>,</li>
<li>
<code>middleware</code>.</li>
</ul></span>"
3137677174,16556,feat(node): Add `ignoreLayers` and `ignoreLayersType` options to express instrumentation,AbhiPrasad,18689448,open,2025-06-11T17:58:38Z,,,https://api.github.com/repos/getsentry/sentry-javascript,https://github.com/getsentry/sentry-javascript/pull/16556,"This PR adds two new options to the Express integration: `ignoreLayers` and `ignoreLayersType`, bringing it to feature parity with the underlying OpenTelemetry instrumentation.

resolves https://github.com/getsentry/sentry-javascript/issues/16555

## Changes

- Added `ignoreLayers` option to ignore specific Express layers based on their path
- Added `ignoreLayersType` option to ignore specific Express layers based on their type
- Added comprehensive tests for both options
- Updated JSDoc documentation with usage examples

## Usage

### Ignore layers by path

The `ignoreLayers` option accepts an array of elements that can be:
- `string` for full match of the path
- `RegExp` for partial match of the path
- `function` in the form of `(path) => boolean` for custom logic

```javascript
const Sentry = require('@sentry/node');

Sentry.init({
  integrations: [
    Sentry.expressIntegration({
      ignoreLayers: [
        '/health',              // Ignore exact path
        /^\/internal/,          // Ignore paths starting with /internal
        (path) => path.includes('admin') // Custom logic
      ]
    })
  ],
});
```

### Ignore layers by type

The `ignoreLayersType` option accepts an array of the following strings:
- `router` - for `express.Router()`
- `middleware` - for middleware functions
- `request_handler` - for request handlers (anything that's not a router or middleware)

```javascript
const Sentry = require('@sentry/node');

Sentry.init({
  integrations: [
    Sentry.expressIntegration({
      ignoreLayersType: ['middleware'] // Ignore all middleware spans
    })
  ],
});
```

### Combining both options

Both options can be used together:

```javascript
const Sentry = require('@sentry/node');

Sentry.init({
  integrations: [
    Sentry.expressIntegration({
      ignoreLayers: ['/health', '/metrics', /^\/internal/],
      ignoreLayersType: ['middleware']
    })
  ],
});
```"
3137765636,93358,Launch background agent for task,elijames-codecov,88844267,closed,2025-06-11T18:32:25Z,2025-06-11T18:32:40Z,,https://api.github.com/repos/getsentry/sentry,https://github.com/getsentry/sentry/pull/93358,"A new file, `packages/www/src/pages/welcome.mdx`, was created. This action was taken after repeated attempts to locate the specified file confirmed its absence in the workspace, despite the task's instruction to add content to it. The intention was to integrate a snackbar into a welcome page within the `getsentry/static-sites` repository structure.

The created file includes frontmatter defining a `snackbar` with the following properties:
*   `name: snackbar`
*   `cta: 'Want to connect with the folks building Sentry? Join us on Discord.'`
*   `link: https://discord.com/invite/sentry`
*   `style: secondary-dark`

Basic MDX content, including a title and introductory text, was also added below the frontmatter. This ensures the snackbar is properly embedded within the welcome page's structure."
