agent,pr_id,pr_number,repo_url,pr_url,issue_url,issue_number,source
Cursor,3136628527,2554,https://github.com/getsentry/sentry-cli,https://github.com/getsentry/sentry-cli/pull/2554,https://github.com/getsentry/sentry-cli/issues/2537,2537,body
Cursor,3076171257,21925,https://github.com/risingwavelabs/risingwave,https://github.com/risingwavelabs/risingwave/pull/21925,https://github.com/risingwavelabs/risingwave/issues/21913,21913,body
Cursor,3128356528,1067,https://github.com/Brooooooklyn/canvas,https://github.com/Brooooooklyn/canvas/pull/1067,https://github.com/Brooooooklyn/canvas/issues/1055,1055,body
Cursor,3128413591,20265,https://github.com/oven-sh/bun,https://github.com/oven-sh/bun/pull/20265,https://github.com/oven-sh/bun/issues/17653,17653,body
Cursor,3128477850,4989,https://github.com/keephq/keep,https://github.com/keephq/keep/pull/4989,https://github.com/keephq/keep/issues/4982,4982,body
Cursor,3113874849,22088,https://github.com/risingwavelabs/risingwave,https://github.com/risingwavelabs/risingwave/pull/22088,https://github.com/risingwavelabs/risingwave/issues/21485,21485,body
Cursor,3149341709,4474,https://github.com/getsentry/sentry-python,https://github.com/getsentry/sentry-python/pull/4474,https://github.com/getsentry/sentry-python/issues/4473,4473,body
Cursor,3131698049,11564,https://github.com/BerriAI/litellm,https://github.com/BerriAI/litellm/pull/11564,https://github.com/BerriAI/litellm/issues/0,0,body
Cursor,3132147174,20295,https://github.com/oven-sh/bun,https://github.com/oven-sh/bun/pull/20295,https://github.com/oven-sh/bun/issues/20229,20229,body
Cursor,3132740864,5002,https://github.com/keephq/keep,https://github.com/keephq/keep/pull/5002,https://github.com/keephq/keep/issues/4788,4788,body
Cursor,3164641128,1209,https://github.com/TracecatHQ/tracecat,https://github.com/TracecatHQ/tracecat/pull/1209,https://github.com/TracecatHQ/tracecat/issues/1208,1208,body
Cursor,3139974947,4459,https://github.com/getsentry/sentry-python,https://github.com/getsentry/sentry-python/pull/4459,https://github.com/getsentry/sentry-python/issues/4391,4391,body
Cursor,3140903716,1862,https://github.com/getsentry/sentry-php,https://github.com/getsentry/sentry-php/pull/1862,https://github.com/getsentry/sentry-php/issues/1861,1861,body
Cursor,3165822621,5074,https://github.com/keephq/keep,https://github.com/keephq/keep/pull/5074,https://github.com/keephq/keep/issues/5072,5072,body
Cursor,3099818675,3393,https://github.com/tokens-studio/figma-plugin,https://github.com/tokens-studio/figma-plugin/pull/3393,https://github.com/tokens-studio/figma-plugin/issues/0,0,body
Cursor,3131238821,16526,https://github.com/getsentry/sentry-javascript,https://github.com/getsentry/sentry-javascript/pull/16526,https://github.com/getsentry/sentry-javascript/issues/16521,16521,timeline
Cursor,3131760803,20291,https://github.com/oven-sh/bun,https://github.com/oven-sh/bun/pull/20291,https://github.com/oven-sh/bun/issues/20273,20273,timeline
Cursor,3153752896,8538,https://github.com/novuhq/novu,https://github.com/novuhq/novu/pull/8538,https://github.com/novuhq/novu/issues/75,75,timeline
Cursor,3128477850,4989,https://github.com/keephq/keep,https://github.com/keephq/keep/pull/4989,https://github.com/keephq/keep/issues/4982,4982,timeline
Cursor,3136628527,2554,https://github.com/getsentry/sentry-cli,https://github.com/getsentry/sentry-cli/pull/2554,https://github.com/getsentry/sentry-cli/issues/2553,2553,timeline
Cursor,3140903716,1862,https://github.com/getsentry/sentry-php,https://github.com/getsentry/sentry-php/pull/1862,https://github.com/getsentry/sentry-php/issues/1012,1012,timeline
Cursor,3158034133,93854,https://github.com/getsentry/sentry,https://github.com/getsentry/sentry/pull/93854,https://github.com/getsentry/sentry/issues/94025,94025,timeline
Cursor,3135538721,93304,https://github.com/getsentry/sentry,https://github.com/getsentry/sentry/pull/93304,https://github.com/getsentry/sentry/issues/232,232,timeline
Cursor,3132266803,20301,https://github.com/oven-sh/bun,https://github.com/oven-sh/bun/pull/20301,https://github.com/oven-sh/bun/issues/20238,20238,timeline
Cursor,3132266803,20301,https://github.com/oven-sh/bun,https://github.com/oven-sh/bun/pull/20301,https://github.com/oven-sh/bun/issues/20224,20224,timeline
Cursor,3147883994,153,https://github.com/haydenbleasel/kibo,https://github.com/haydenbleasel/kibo/pull/153,https://github.com/haydenbleasel/kibo/issues/94,94,timeline
Cursor,3147883994,153,https://github.com/haydenbleasel/kibo,https://github.com/haydenbleasel/kibo/pull/153,https://github.com/haydenbleasel/kibo/issues/61,61,timeline
Cursor,3161425418,16661,https://github.com/getsentry/sentry-javascript,https://github.com/getsentry/sentry-javascript/pull/16661,https://github.com/getsentry/sentry-javascript/issues/16653,16653,timeline
Cursor,3161425418,16661,https://github.com/getsentry/sentry-javascript,https://github.com/getsentry/sentry-javascript/pull/16661,https://github.com/getsentry/sentry-javascript/issues/16705,16705,timeline
Cursor,3165225343,4983,https://github.com/RooCodeInc/Roo-Code,https://github.com/RooCodeInc/Roo-Code/pull/4983,https://github.com/RooCodeInc/Roo-Code/issues/4984,4984,timeline
Cursor,3099818675,3393,https://github.com/tokens-studio/figma-plugin,https://github.com/tokens-studio/figma-plugin/pull/3393,https://github.com/tokens-studio/figma-plugin/issues/3402,3402,timeline
Cursor,3137117830,16553,https://github.com/getsentry/sentry-javascript,https://github.com/getsentry/sentry-javascript/pull/16553,https://github.com/getsentry/sentry-javascript/issues/16555,16555,timeline
Cursor,3137117830,16553,https://github.com/getsentry/sentry-javascript,https://github.com/getsentry/sentry-javascript/pull/16553,https://github.com/getsentry/sentry-javascript/issues/14060,14060,timeline
