agent,pr_id,pr_number,repo_url,pr_url,issue_url,issue_number,source
Devin,2760266883,18378,https://github.com/calcom/cal.com,https://github.com/calcom/cal.com/pull/18378,https://github.com/calcom/cal.com/issues/18026,18026,body
Devin,2964751078,3568,https://github.com/GlareDB/glaredb,https://github.com/GlareDB/glaredb/pull/3568,https://github.com/GlareDB/glaredb/issues/3567,3567,body
Devin,2964974679,2512,https://github.com/crewAIInc/crewAI,https://github.com/crewAIInc/crewAI/pull/2512,https://github.com/crewAIInc/crewAI/issues/2511,2511,body
Devin,3038625817,2752,https://github.com/crewAIInc/crewAI,https://github.com/crewAIInc/crewAI/pull/2752,https://github.com/crewAIInc/crewAI/issues/2751,2751,body
Devin,3039769863,2756,https://github.com/crewAIInc/crewAI,https://github.com/crewAIInc/crewAI/pull/2756,https://github.com/crewAIInc/crewAI/issues/2755,2755,body
Devin,2819377735,3621,https://github.com/marimo-team/marimo,https://github.com/marimo-team/marimo/pull/3621,https://github.com/marimo-team/marimo/issues/3620,3620,body
Devin,2819976295,711,https://github.com/ag2ai/ag2,https://github.com/ag2ai/ag2/pull/711,https://github.com/ag2ai/ag2/issues/710,710,body
Devin,2971334331,8269,https://github.com/shopware/shopware,https://github.com/shopware/shopware/pull/8269,https://github.com/shopware/shopware/issues/5790,5790,body
Devin,3006639682,2646,https://github.com/crewAIInc/crewAI,https://github.com/crewAIInc/crewAI/pull/2646,https://github.com/crewAIInc/crewAI/issues/2645,2645,body
Devin,3158266564,997,https://github.com/yytypescript/book,https://github.com/yytypescript/book/pull/997,https://github.com/yytypescript/book/issues/996,996,body
Devin,3088005999,991,https://github.com/yytypescript/book,https://github.com/yytypescript/book/pull/991,https://github.com/yytypescript/book/issues/948,948,body
Devin,3088319380,992,https://github.com/yytypescript/book,https://github.com/yytypescript/book/pull/992,https://github.com/yytypescript/book/issues/944,944,body
Devin,3088332292,993,https://github.com/yytypescript/book,https://github.com/yytypescript/book/pull/993,https://github.com/yytypescript/book/issues/944,944,body
Devin,3088380391,994,https://github.com/yytypescript/book,https://github.com/yytypescript/book/pull/994,https://github.com/yytypescript/book/issues/949,949,body
Devin,3088451202,995,https://github.com/yytypescript/book,https://github.com/yytypescript/book/pull/995,https://github.com/yytypescript/book/issues/950,950,body
Devin,2791971139,38690,https://github.com/appsmithorg/appsmith,https://github.com/appsmithorg/appsmith/pull/38690,https://github.com/appsmithorg/appsmith/issues/38721,38721,body
Devin,2792145491,38695,https://github.com/appsmithorg/appsmith,https://github.com/appsmithorg/appsmith/pull/38695,https://github.com/appsmithorg/appsmith/issues/35860,35860,body
Devin,2792408591,38700,https://github.com/appsmithorg/appsmith,https://github.com/appsmithorg/appsmith/pull/38700,https://github.com/appsmithorg/appsmith/issues/38680,38680,body
