agent,pr_id,pr_number,repo_url,pr_url
Devin,2905665785,3327,https://github.com/promptfoo/promptfoo,https://github.com/promptfoo/promptfoo/pull/3327
Devin,2905777305,525,https://github.com/stack-auth/stack-auth,https://github.com/stack-auth/stack-auth/pull/525
Devin,2905811550,824,https://github.com/liam-hq/liam,https://github.com/liam-hq/liam/pull/824
Devin,2905878217,6841,https://github.com/OneKeyHQ/app-monorepo,https://github.com/OneKeyHQ/app-monorepo/pull/6841
Devin,2907924502,2316,https://github.com/crewAIInc/crewAI,https://github.com/crewAIInc/crewAI/pull/2316
Devin,2759596477,301,https://github.com/different-ai/note-companion,https://github.com/different-ai/note-companion/pull/301
Devin,2759620798,302,https://github.com/different-ai/note-companion,https://github.com/different-ai/note-companion/pull/302
Devin,2759788051,303,https://github.com/different-ai/note-companion,https://github.com/different-ai/note-companion/pull/303
Devin,2759847657,9356,https://github.com/toeverything/AFFiNE,https://github.com/toeverything/AFFiNE/pull/9356
Devin,2760044965,2436,https://github.com/traceloop/openllmetry,https://github.com/traceloop/openllmetry/pull/2436
Devin,2760115428,18376,https://github.com/calcom/cal.com,https://github.com/calcom/cal.com/pull/18376
Devin,2760243902,605,https://github.com/AgentOps-AI/agentops,https://github.com/AgentOps-AI/agentops/pull/605
Devin,2760297589,938,https://github.com/onlook-dev/onlook,https://github.com/onlook-dev/onlook/pull/938
Devin,2760305985,18379,https://github.com/calcom/cal.com,https://github.com/calcom/cal.com/pull/18379
Devin,2760327496,9362,https://github.com/toeverything/AFFiNE,https://github.com/toeverything/AFFiNE/pull/9362
Devin,2963607740,3559,https://github.com/GlareDB/glaredb,https://github.com/GlareDB/glaredb/pull/3559
Devin,2963758372,3560,https://github.com/GlareDB/glaredb,https://github.com/GlareDB/glaredb/pull/3560
Devin,2964227653,254,https://github.com/crewAIInc/crewAI-tools,https://github.com/crewAIInc/crewAI-tools/pull/254
Devin,2964636369,3564,https://github.com/GlareDB/glaredb,https://github.com/GlareDB/glaredb/pull/3564
Devin,2964834156,56960,https://github.com/airbytehq/airbyte,https://github.com/airbytehq/airbyte/pull/56960
Devin,2964863960,1074,https://github.com/liam-hq/liam,https://github.com/liam-hq/liam/pull/1074
Devin,2965816024,1083,https://github.com/liam-hq/liam,https://github.com/liam-hq/liam/pull/1083
Devin,2965833400,1084,https://github.com/liam-hq/liam,https://github.com/liam-hq/liam/pull/1084
Devin,3038390136,59648,https://github.com/airbytehq/airbyte,https://github.com/airbytehq/airbyte/pull/59648
Devin,3039055142,2754,https://github.com/crewAIInc/crewAI,https://github.com/crewAIInc/crewAI/pull/2754
Devin,3039645274,21114,https://github.com/calcom/cal.com,https://github.com/calcom/cal.com/pull/21114
Devin,3039676856,6,https://github.com/leonardsellem/n8n-mcp-server,https://github.com/leonardsellem/n8n-mcp-server/pull/6
Devin,2818857108,3831,https://github.com/onyx-dot-app/onyx,https://github.com/onyx-dot-app/onyx/pull/3831
Devin,2819000175,52634,https://github.com/airbytehq/airbyte,https://github.com/airbytehq/airbyte/pull/52634
Devin,2819638763,1170,https://github.com/onlook-dev/onlook,https://github.com/onlook-dev/onlook/pull/1170
Devin,2819650730,52644,https://github.com/airbytehq/airbyte,https://github.com/airbytehq/airbyte/pull/52644
Devin,2819751239,1172,https://github.com/onlook-dev/onlook,https://github.com/onlook-dev/onlook/pull/1172
Devin,2819798794,3849,https://github.com/onyx-dot-app/onyx,https://github.com/onyx-dot-app/onyx/pull/3849
Devin,2820738300,38929,https://github.com/appsmithorg/appsmith,https://github.com/appsmithorg/appsmith/pull/38929
Devin,2821503897,52659,https://github.com/airbytehq/airbyte,https://github.com/airbytehq/airbyte/pull/52659
Devin,2821659019,52663,https://github.com/airbytehq/airbyte,https://github.com/airbytehq/airbyte/pull/52663
Devin,2821981350,1184,https://github.com/onlook-dev/onlook,https://github.com/onlook-dev/onlook/pull/1184
Devin,2822168236,52673,https://github.com/airbytehq/airbyte,https://github.com/airbytehq/airbyte/pull/52673
Devin,2971108706,13277,https://github.com/near/nearcore,https://github.com/near/nearcore/pull/13277
Devin,2971145458,13284,https://github.com/near/nearcore,https://github.com/near/nearcore/pull/13284
Devin,2971152602,20538,https://github.com/calcom/cal.com,https://github.com/calcom/cal.com/pull/20538
Devin,2971168971,1137,https://github.com/liam-hq/liam,https://github.com/liam-hq/liam/pull/1137
Devin,2971334427,20541,https://github.com/calcom/cal.com,https://github.com/calcom/cal.com/pull/20541
Devin,3149988059,1537,https://github.com/RockChinQ/LangBot,https://github.com/RockChinQ/LangBot/pull/1537
Devin,3150145768,21842,https://github.com/calcom/cal.com,https://github.com/calcom/cal.com/pull/21842
Devin,3150270434,4512,https://github.com/reown-com/appkit,https://github.com/reown-com/appkit/pull/4512
Devin,3150279571,3012,https://github.com/crewAIInc/crewAI,https://github.com/crewAIInc/crewAI/pull/3012
Devin,3150592086,80580,https://github.com/vercel/next.js,https://github.com/vercel/next.js/pull/80580
Devin,3150940796,350,https://github.com/antiwork/gumroad,https://github.com/antiwork/gumroad/pull/350
Devin,3150949077,351,https://github.com/antiwork/gumroad,https://github.com/antiwork/gumroad/pull/351
Devin,3150975486,352,https://github.com/antiwork/gumroad,https://github.com/antiwork/gumroad/pull/352
Devin,3151020831,61644,https://github.com/airbytehq/airbyte,https://github.com/airbytehq/airbyte/pull/61644
Devin,3151335166,3018,https://github.com/crewAIInc/crewAI,https://github.com/crewAIInc/crewAI/pull/3018
Devin,3151604419,2113,https://github.com/assistant-ui/assistant-ui,https://github.com/assistant-ui/assistant-ui/pull/2113
Devin,3135984560,8494,https://github.com/novuhq/novu,https://github.com/novuhq/novu/pull/8494
Devin,3136130118,1982,https://github.com/liam-hq/liam,https://github.com/liam-hq/liam/pull/1982
Devin,3136331266,8496,https://github.com/novuhq/novu,https://github.com/novuhq/novu/pull/8496
Devin,3136429950,8497,https://github.com/novuhq/novu,https://github.com/novuhq/novu/pull/8497
Devin,3136450775,8498,https://github.com/novuhq/novu,https://github.com/novuhq/novu/pull/8498
Devin,3136694740,1985,https://github.com/liam-hq/liam,https://github.com/liam-hq/liam/pull/1985
Devin,3136791188,21769,https://github.com/calcom/cal.com,https://github.com/calcom/cal.com/pull/21769
Devin,3137460612,318,https://github.com/antiwork/gumroad,https://github.com/antiwork/gumroad/pull/318
Devin,3137475001,319,https://github.com/antiwork/gumroad,https://github.com/antiwork/gumroad/pull/319
Devin,3137481641,320,https://github.com/antiwork/gumroad,https://github.com/antiwork/gumroad/pull/320
Devin,3137596968,321,https://github.com/antiwork/gumroad,https://github.com/antiwork/gumroad/pull/321
Devin,3137845121,362,https://github.com/antiwork/flexile,https://github.com/antiwork/flexile/pull/362
Devin,3137901992,363,https://github.com/antiwork/flexile,https://github.com/antiwork/flexile/pull/363
Devin,3006445782,795,https://github.com/saturday06/VRM-Addon-for-Blender,https://github.com/saturday06/VRM-Addon-for-Blender/pull/795
Devin,3006507938,796,https://github.com/saturday06/VRM-Addon-for-Blender,https://github.com/saturday06/VRM-Addon-for-Blender/pull/796
Devin,3006534682,797,https://github.com/saturday06/VRM-Addon-for-Blender,https://github.com/saturday06/VRM-Addon-for-Blender/pull/797
Devin,3006546708,799,https://github.com/saturday06/VRM-Addon-for-Blender,https://github.com/saturday06/VRM-Addon-for-Blender/pull/799
Devin,3006562482,800,https://github.com/saturday06/VRM-Addon-for-Blender,https://github.com/saturday06/VRM-Addon-for-Blender/pull/800
Devin,3006578717,801,https://github.com/saturday06/VRM-Addon-for-Blender,https://github.com/saturday06/VRM-Addon-for-Blender/pull/801
