pr_id,id,user,state,submitted_at,body
2941637629,2708877724,davinchia,COMMENTED,2025-03-24T00:12:56Z,
2941637629,2709080454,davinchia,COMMENTED,2025-03-24T04:30:42Z,
2941637629,2710889101,edgao,APPROVED,2025-03-24T15:57:36Z,
2864511051,2628112911,pnilan,APPROVED,2025-02-19T22:24:52Z,
3138863707,2919820926,mathio,APPROVED,2025-06-12T07:15:44Z,
3138863707,2920020826,mathio,APPROVED,2025-06-12T08:13:56Z,
3158683531,2953016586,NoritakaIkeda,APPROVED,2025-06-24T09:49:51Z,
3158683531,2956786928,MH4GF,COMMENTED,2025-06-25T06:29:49Z,
3158683531,2956841322,FunamaYukina,COMMENTED,2025-06-25T06:42:17Z,
3158683531,2956846554,MH4GF,COMMENTED,2025-06-25T06:44:29Z,
3158683531,2956854675,FunamaYukina,COMMENTED,2025-06-25T06:47:26Z,
3158683531,2956872163,NoritakaIkeda,COMMENTED,2025-06-25T06:54:02Z,
3158683531,2956874515,claude[bot],COMMENTED,2025-06-25T06:54:46Z,
3158683531,2956889337,NoritakaIkeda,COMMENTED,2025-06-25T07:00:18Z,
3158683531,2956891004,claude[bot],COMMENTED,2025-06-25T07:00:58Z,
3158683531,2956896646,NoritakaIkeda,COMMENTED,2025-06-25T07:03:14Z,
3158683531,2956898034,claude[bot],COMMENTED,2025-06-25T07:03:49Z,
3158683531,2956961229,NoritakaIkeda,COMMENTED,2025-06-25T07:21:04Z,
3158683531,2956962938,claude[bot],COMMENTED,2025-06-25T07:21:40Z,
3158683531,2957035937,NoritakaIkeda,COMMENTED,2025-06-25T07:47:24Z,
3158683531,2957040889,NoritakaIkeda,COMMENTED,2025-06-25T07:49:09Z,
3158683531,2957043162,NoritakaIkeda,COMMENTED,2025-06-25T07:49:57Z,
3158683531,2957043528,NoritakaIkeda,COMMENTED,2025-06-25T07:50:06Z,
3158683531,2957120511,MH4GF,APPROVED,2025-06-25T08:15:05Z,Thanks!!
3052823757,2829270879,github-advanced-security[bot],COMMENTED,2025-05-09T17:50:27Z,
3088411453,2866318891,scopsy,COMMENTED,2025-05-24T13:56:44Z,
3088411453,2866733630,scopsy,APPROVED,2025-05-25T06:04:16Z,
2795172513,2564365426,karimodm,APPROVED,2025-01-21T11:45:34Z,"Fixed and tested, works well."
2964863960,2734489235,MH4GF,APPROVED,2025-04-02T02:37:10Z,LGTM 👍🏻 
2964863960,2734550731,hoshinotsuyoshi,APPROVED,2025-04-02T03:03:41Z,LGTM!
2826904500,2589342724,sondermanish,COMMENTED,2025-02-03T09:24:07Z,
2826904500,2589343715,sondermanish,COMMENTED,2025-02-03T09:24:30Z,
2826904500,2589344245,sondermanish,COMMENTED,2025-02-03T09:24:44Z,
2826904500,2589346313,sondermanish,COMMENTED,2025-02-03T09:25:37Z,
3050491453,2826741177,RockChinQ,APPROVED,2025-05-09T01:31:46Z,
3050491453,2826746500,RockChinQ,APPROVED,2025-05-09T01:37:59Z,
2958392817,2727635466,scsmithr,APPROVED,2025-03-29T18:43:03Z,
2958392817,2727637156,scsmithr,CHANGES_REQUESTED,2025-03-29T18:44:13Z,Remove CASCADE/RESTRICT stuff for now.
2958392817,2727639676,scsmithr,CHANGES_REQUESTED,2025-03-29T18:46:05Z,
2958392817,2727640913,scsmithr,APPROVED,2025-03-29T18:46:42Z,
2968159813,2738387723,MH4GF,COMMENTED,2025-04-03T03:43:48Z,
2968159813,2738398464,MH4GF,APPROVED,2025-04-03T03:48:59Z,OK
2968159813,2738586249,hoshinotsuyoshi,APPROVED,2025-04-03T05:44:34Z,LGTM!
3105999248,2884532126,cursor[bot],COMMENTED,2025-05-31T20:29:05Z,"### ✅ BugBot reviewed your changes and found no bugs!

---

_Was this report helpful? Give feedback by reacting with 👍 or 👎_
"
3105999248,2884544221,cursor[bot],COMMENTED,2025-05-31T20:46:14Z,"### ✅ BugBot reviewed your changes and found no bugs!

---

_Was this report helpful? Give feedback by reacting with 👍 or 👎_
"
2916209226,2680901198,MH4GF,APPROVED,2025-03-13T08:11:27Z,👍🏻 
2916209226,2680902807,NoritakaIkeda,APPROVED,2025-03-13T08:12:12Z,LGTM!
3111167917,2893348095,blazerrt86899,APPROVED,2025-06-03T16:55:27Z,
2771599553,2533127139,RyanMarten,COMMENTED,2025-01-06T23:16:07Z,
2771599553,2533127925,RyanMarten,COMMENTED,2025-01-06T23:17:00Z,
2771599553,2533128302,RyanMarten,CHANGES_REQUESTED,2025-01-06T23:20:32Z,A couple of things to fix
2771599553,2533193444,RyanMarten,APPROVED,2025-01-07T00:39:30Z,Thanks Devin!
2804526147,2569156263,rephus,COMMENTED,2025-01-23T08:21:57Z,
2804526147,2569157099,rephus,COMMENTED,2025-01-23T08:22:21Z,
2804526147,2570087198,ZeRego,COMMENTED,2025-01-23T14:53:29Z,
2804526147,2570107335,rephus,COMMENTED,2025-01-23T14:57:12Z,
2804526147,2570109629,rephus,COMMENTED,2025-01-23T14:58:00Z,
2804526147,2570128429,rephus,COMMENTED,2025-01-23T15:04:18Z,
2804526147,2570455955,IrakliJani,COMMENTED,2025-01-23T16:52:59Z,
2804526147,2571866304,rephus,COMMENTED,2025-01-24T07:26:43Z,
2804526147,2572176331,ZeRego,COMMENTED,2025-01-24T09:46:32Z,
2804526147,2572193827,rephus,COMMENTED,2025-01-24T09:53:33Z,
2804526147,2572194919,ZeRego,APPROVED,2025-01-24T09:54:02Z,"lgtm 
Small notes:
packages/backend/src/@types/rudder-sdk-node.d.ts - was not importing the AnyType
There were 3 files disabling the eslint rule rather than using AnyType"
2902946216,2667203624,entelligence-ai-pr-reviews[bot],COMMENTED,2025-03-07T13:06:16Z,
2962977807,2732217663,NoritakaIkeda,APPROVED,2025-04-01T10:22:20Z,I've confirmed that the warning is gone. LGTM!
3164493562,2947384820,scsmithr,COMMENTED,2025-06-20T22:40:29Z,
3164493562,2947385149,scsmithr,COMMENTED,2025-06-20T22:40:55Z,
3164493562,2947397080,scsmithr,COMMENTED,2025-06-20T22:57:01Z,
3164493562,2947409366,scsmithr,COMMENTED,2025-06-20T23:16:27Z,
3164493562,2947409838,scsmithr,COMMENTED,2025-06-20T23:17:13Z,
