agent,pr_id,pr_number,repo_url,pr_url
OpenAI_Codex,3163308250,79,https://github.com/sebastianwessel/quickjs,https://github.com/sebastianwessel/quickjs/pull/79
OpenAI_Codex,3094662514,791,https://github.com/OpenHFT/Chronicle-Core,https://github.com/OpenHFT/Chronicle-Core/pull/791
OpenAI_Codex,3094755571,1460,https://github.com/julep-ai/julep,https://github.com/julep-ai/julep/pull/1460
OpenAI_Codex,3114771710,13261,https://github.com/prebid/Prebid.js,https://github.com/prebid/Prebid.js/pull/13261
OpenAI_Codex,3114897844,13262,https://github.com/prebid/Prebid.js,https://github.com/prebid/Prebid.js/pull/13262
OpenAI_Codex,3135395580,155658,https://github.com/pytorch/pytorch,https://github.com/pytorch/pytorch/pull/155658
OpenAI_Codex,3121676267,196,https://github.com/metacraft-labs/codetracer,https://github.com/metacraft-labs/codetracer/pull/196
OpenAI_Codex,3145510800,5697,https://github.com/rsyslog/rsyslog,https://github.com/rsyslog/rsyslog/pull/5697
OpenAI_Codex,3098333977,5787,https://github.com/skypilot-org/skypilot,https://github.com/skypilot-org/skypilot/pull/5787
OpenAI_Codex,3098357525,407,https://github.com/different-ai/note-companion,https://github.com/different-ai/note-companion/pull/407
OpenAI_Codex,3155115558,2124,https://github.com/assistant-ui/assistant-ui,https://github.com/assistant-ui/assistant-ui/pull/2124
OpenAI_Codex,3075108397,210,https://github.com/EduardoPires/EquinoxProject,https://github.com/EduardoPires/EquinoxProject/pull/210
OpenAI_Codex,3070840583,24,https://github.com/0x4D31/galah,https://github.com/0x4D31/galah/pull/24
OpenAI_Codex,3070852670,1383,https://github.com/julep-ai/julep,https://github.com/julep-ai/julep/pull/1383
OpenAI_Codex,3070861271,1390,https://github.com/julep-ai/julep,https://github.com/julep-ai/julep/pull/1390
OpenAI_Codex,3070868251,1391,https://github.com/julep-ai/julep,https://github.com/julep-ai/julep/pull/1391
OpenAI_Codex,3070893220,1392,https://github.com/julep-ai/julep,https://github.com/julep-ai/julep/pull/1392
OpenAI_Codex,3070072678,37,https://github.com/joshuafuller/ATAK-Maps,https://github.com/joshuafuller/ATAK-Maps/pull/37
OpenAI_Codex,3070073577,358,https://github.com/Blaizzy/mlx-vlm,https://github.com/Blaizzy/mlx-vlm/pull/358
OpenAI_Codex,3070073796,2199,https://github.com/commaai/panda,https://github.com/commaai/panda/pull/2199
OpenAI_Codex,3137938340,2440,https://github.com/rainbow-me/rainbowkit,https://github.com/rainbow-me/rainbowkit/pull/2440
OpenAI_Codex,3159305613,2131,https://github.com/assistant-ui/assistant-ui,https://github.com/assistant-ui/assistant-ui/pull/2131
OpenAI_Codex,3145100825,105,https://github.com/openai/openai-agents-js,https://github.com/openai/openai-agents-js/pull/105
OpenAI_Codex,3077866869,4673,https://github.com/elizaOS/eliza,https://github.com/elizaOS/eliza/pull/4673
OpenAI_Codex,3143690602,402,https://github.com/sandrohanea/whisper.net,https://github.com/sandrohanea/whisper.net/pull/402
OpenAI_Codex,3148203108,1310,https://github.com/obi1kenobi/cargo-semver-checks,https://github.com/obi1kenobi/cargo-semver-checks/pull/1310
OpenAI_Codex,3130071959,407,https://github.com/janbjorge/pgqueuer,https://github.com/janbjorge/pgqueuer/pull/407
OpenAI_Codex,3095673102,366,https://github.com/seasonedcc/remix-forms,https://github.com/seasonedcc/remix-forms/pull/366
OpenAI_Codex,3095752412,370,https://github.com/seasonedcc/remix-forms,https://github.com/seasonedcc/remix-forms/pull/370
OpenAI_Codex,3095780485,372,https://github.com/seasonedcc/remix-forms,https://github.com/seasonedcc/remix-forms/pull/372
OpenAI_Codex,3076960386,1422,https://github.com/julep-ai/julep,https://github.com/julep-ai/julep/pull/1422
OpenAI_Codex,3086016488,352,https://github.com/seasonedcc/remix-forms,https://github.com/seasonedcc/remix-forms/pull/352
OpenAI_Codex,3086029830,353,https://github.com/seasonedcc/remix-forms,https://github.com/seasonedcc/remix-forms/pull/353
OpenAI_Codex,3070377672,2086,https://github.com/kohya-ss/sd-scripts,https://github.com/kohya-ss/sd-scripts/pull/2086
OpenAI_Codex,3070996508,708,https://github.com/OpenHFT/Chronicle-Core,https://github.com/OpenHFT/Chronicle-Core/pull/708
OpenAI_Codex,3070996535,709,https://github.com/OpenHFT/Chronicle-Core,https://github.com/OpenHFT/Chronicle-Core/pull/709
OpenAI_Codex,3070996561,710,https://github.com/OpenHFT/Chronicle-Core,https://github.com/OpenHFT/Chronicle-Core/pull/710
OpenAI_Codex,3070996846,714,https://github.com/OpenHFT/Chronicle-Core,https://github.com/OpenHFT/Chronicle-Core/pull/714
OpenAI_Codex,3070998383,723,https://github.com/OpenHFT/Chronicle-Core,https://github.com/OpenHFT/Chronicle-Core/pull/723
OpenAI_Codex,3070998419,724,https://github.com/OpenHFT/Chronicle-Core,https://github.com/OpenHFT/Chronicle-Core/pull/724
OpenAI_Codex,3070999482,730,https://github.com/OpenHFT/Chronicle-Core,https://github.com/OpenHFT/Chronicle-Core/pull/730
OpenAI_Codex,3118123730,185,https://github.com/metacraft-labs/codetracer,https://github.com/metacraft-labs/codetracer/pull/185
OpenAI_Codex,3118193912,10095,https://github.com/Significant-Gravitas/AutoGPT,https://github.com/Significant-Gravitas/AutoGPT/pull/10095
OpenAI_Codex,3118862430,1001,https://github.com/ACEsuit/mace,https://github.com/ACEsuit/mace/pull/1001
OpenAI_Codex,3119422525,2051,https://github.com/onlook-dev/onlook,https://github.com/onlook-dev/onlook/pull/2051
OpenAI_Codex,3127568740,1249,https://github.com/herbie-fp/herbie,https://github.com/herbie-fp/herbie/pull/1249
OpenAI_Codex,3146059640,224,https://github.com/SimonHalvdansson/Harmonic-HN,https://github.com/SimonHalvdansson/Harmonic-HN/pull/224
OpenAI_Codex,3148227562,117,https://github.com/analogdotnow/Analog,https://github.com/analogdotnow/Analog/pull/117
OpenAI_Codex,3131785378,1776,https://github.com/sequinstream/sequin,https://github.com/sequinstream/sequin/pull/1776
OpenAI_Codex,3131851537,1058,https://github.com/AgentOps-AI/agentops,https://github.com/AgentOps-AI/agentops/pull/1058
OpenAI_Codex,3074390411,19763,https://github.com/oven-sh/bun,https://github.com/oven-sh/bun/pull/19763
