agent,pr_id,pr_number,repo_url,pr_url,issue_url,issue_number,source
OpenAI_Codex,3144994382,102,https://github.com/openai/openai-agents-js,https://github.com/openai/openai-agents-js/pull/102,https://github.com/openai/openai-agents-js/issues/100,100,body
OpenAI_Codex,3089166694,2453,https://github.com/angular-eslint/angular-eslint,https://github.com/angular-eslint/angular-eslint/pull/2453,https://github.com/angular-eslint/angular-eslint/issues/1370,1370,body
OpenAI_Codex,3070887119,489,https://github.com/jlowin/fastmcp,https://github.com/jlowin/fastmcp/pull/489,https://github.com/jlowin/fastmcp/issues/487,487,body
OpenAI_Codex,3091528139,1741,https://github.com/kube-hetzner/terraform-hcloud-kube-hetzner,https://github.com/kube-hetzner/terraform-hcloud-kube-hetzner/pull/1741,https://github.com/kube-hetzner/terraform-hcloud-kube-hetzner/issues/1736,1736,body
OpenAI_Codex,3121845520,13283,https://github.com/prebid/Prebid.js,https://github.com/prebid/Prebid.js/pull/13283,https://github.com/prebid/Prebid.js/issues/13280,13280,body
OpenAI_Codex,3086162237,13142,https://github.com/prebid/Prebid.js,https://github.com/prebid/Prebid.js/pull/13142,https://github.com/prebid/Prebid.js/issues/12171,12171,body
OpenAI_Codex,3118057366,378,https://github.com/kubetail-org/kubetail,https://github.com/kubetail-org/kubetail/pull/378,https://github.com/kubetail-org/kubetail/issues/363,363,body
OpenAI_Codex,3133069113,1716,https://github.com/ESPresense/ESPresense,https://github.com/ESPresense/ESPresense/pull/1716,https://github.com/ESPresense/ESPresense/issues/1705,1705,body
OpenAI_Codex,3099012145,156,https://github.com/lyqht/mini-qr,https://github.com/lyqht/mini-qr/pull/156,https://github.com/lyqht/mini-qr/issues/140,140,body
OpenAI_Codex,3099021790,157,https://github.com/lyqht/mini-qr,https://github.com/lyqht/mini-qr/pull/157,https://github.com/lyqht/mini-qr/issues/138,138,body
OpenAI_Codex,3099027390,158,https://github.com/lyqht/mini-qr,https://github.com/lyqht/mini-qr/pull/158,https://github.com/lyqht/mini-qr/issues/146,146,body
OpenAI_Codex,3079104635,1436,https://github.com/julep-ai/julep,https://github.com/julep-ai/julep/pull/1436,https://github.com/julep-ai/julep/issues/1442,1442,body
