agent,id,title,reason,type
OpenAI_Codex,3163308250,Doc: add hint for setup with Vite,"The changes are related to documentation updates, specifically adding a hint and removing a link in the Vite setup documentation, without modifying code functionality.",docs
OpenAI_Codex,3094662514,Explain CAS back-off in UniqueMicroTimeProvider,"The PR adds an explanation and documentation about the CAS back-off loop in UniqueMicroTimeProvider and links to a related white paper, without changing code functionality.",docs
OpenAI_Codex,3094755571,[AI] Enable tool calls in session chats,"The PR introduces support for tool execution in session chats, which is a new feature enhancing the functionality of the system.",feat
OpenAI_Codex,3114771710,Bliink bid adapter: fix intermittent test failure,"The PR title and body indicate that the change fixes an intermittent test failure by improving stubbing behavior, which is a bug fix.",fix
OpenAI_Codex,3114802893,Fix BaseType annotation parsing,"The PR fixes an issue in the BaseType annotation parsing logic, which is a bug fix.",fix
OpenAI_Codex,3114897844,kargo and bliink bid adapter: remaining intermittent test failure on safari,"The PR addresses an intermittent test failure, indicating it is fixing a bug related to test stability.",fix
OpenAI_Codex,3135395580,Fix cudagraph record_stream memory leak,"The PR title and description indicate that it fixes a memory leak issue in cudagraph record_stream, which is a bug fix.",fix
OpenAI_Codex,3121676267,Add DAP breakpoint handling,"The PR introduces a new feature by adding support for DAP breakpoint handling, including new types, tests, and documentation for this feature.",feat
OpenAI_Codex,3145510800,Document runtime interface with Doxygen,The changes involve adding documentation comments and clarifying existing code documentation without modifying functionality or fixing bugs.,docs
OpenAI_Codex,3098333977,Fix GCP fetcher typo,"The PR fixes a typo in a variable name, which is a bug fix.",fix
OpenAI_Codex,3098357525,Fix R2 key requirement,"The PR fixes an issue by deriving the R2 key only for the necessary file types and skipping it for standard image OCR, which is a bug fix.",fix
OpenAI_Codex,3155115558,Fix autoscroll state update timing,"The change fixes the timing of a state update related to autoscroll behavior, which is a bug fix in the scrolling logic.",fix
OpenAI_Codex,3075108397,Update AGENTS setup guide to English,"The change updates the documentation to provide setup instructions in English, which is a documentation-only change.",docs
OpenAI_Codex,3070840583,Delegate server responses to service,"The changes introduce a new way to delegate server responses to a service, integrate service creation, and document usage, which collectively represent a new feature addition rather than a bug fix or other types of changes.",feat
OpenAI_Codex,3070852670,Update changelog for get_live_urls,"The PR updates the changelog documentation to reflect a change in the implementation of `get_live_urls` using `asyncio.to_thread`. There is no code change or bug fix, only documentation updates.",docs
OpenAI_Codex,3070861271,Remove unused msgpack import,"The PR removes an unused import and cleans up dead code, which is a code cleanup and does not add a feature or fix a bug. This fits best under 'refactor' as it improves code clarity without changing functionality.",refactor
OpenAI_Codex,3070868251,Add cross links between docs and cookbooks,"The PR adds cross links and example notebook links to documentation and notebooks, improving the documentation content without changing code functionality or fixing bugs.",docs
OpenAI_Codex,3070893220,Update roadmap and CLI docs,"The changes described are updates to documentation files, adding information about upcoming CLI commands and expanding the roadmap details. There is no code change, bug fix, or feature addition, only documentation updates.",docs
OpenAI_Codex,3070072678,Fix XML EOF newlines,"The change fixes the issue of missing newlines at the end of XML files, which is a bug fix related to file formatting.",fix
OpenAI_Codex,3070073577,Fix README POST request typo,"The change corrects a typo in the README file, which is documentation only and does not affect code functionality.",docs
OpenAI_Codex,3070073796,Begin separating C sources,"The changes introduce a new modular structure by splitting the UART implementation into separate source and header files and updating the build system accordingly, which adds a new feature to the project structure.",feat
OpenAI_Codex,3137938340,chore: update esbuild plugins,"The PR updates dependencies and plugins without adding features or fixing bugs, which is typically categorized as a chore related to maintenance tasks.",chore
OpenAI_Codex,3159305613,fix: memoization for markdown components,"The changes improve memoization by fixing the comparison logic in areNodesEqual to prevent unnecessary re-renders, which addresses a bug in the memoization behavior. Additionally, unit tests are added to verify the fix.",fix
OpenAI_Codex,3144994382,feat: pass toolCall details with tool events (fixes #100),The PR introduces a new feature by extending lifecycle tool events with additional details and updating related events and tests accordingly.,feat
