pr_id,sha,author,committer,message
3102715813,06730c2a2bb153540b8a9b146d6ee545319c2136,peter-lawrey,peter-lawrey,Improve Javadocs for document context classes
3119415087,f099c4127e54996c5333e9621957231f944a0946,Kitenite,Kitenite,Revert provider env checks and skip test when keys missing
3135023891,cd64387369b189a3e44af941afbda76bb6be372d,lukaszsamson,lukaszsamson,fix standard error restoration
3092262299,325605e7cf8b2d0be395673323fb4854bb1beda6,wintonzheng,wintonzheng,"🔄 synced local 'skyvern/' with remote 'skyvern/'

## Summary
- clarify workflow run retrieval and cancellation descriptions
- categorize run endpoints under Agents and Workflows
- move workflow run execution to Workflows group
- simplify workflow creation/update descriptions

## Testing
- `pre-commit` *(fails: command not found)*
<!-- ELLIPSIS_HIDDEN -->

----

> [!IMPORTANT]
> Update workflow documentation to clarify run retrieval and cancellation, categorize endpoints, and simplify creation/update descriptions.
>
>   - **Endpoints**:
>     - Categorize run endpoints under ""Agents"" and ""Workflows"" in `agent_protocol.py`.
>     - Move workflow run execution to ""Workflows"" group in `agent_protocol.py`.
>   - **Docstrings**:
>     - Simplify workflow creation/update descriptions in `create_workflow()` and `update_workflow()` in `client.py`.
>     - Clarify workflow run retrieval and cancellation descriptions in `agent_protocol.py`.
>   - **Misc**:
>     - `pre-commit` testing fails due to ""command not found"".
>
> <sup>This description was created by </sup>[<img alt=""Ellipsis"" src=""https://img.shields.io/badge/Ellipsis-blue?color=175173"">](https://www.ellipsis.dev?ref=Skyvern-AI%2Fskyvern-cloud&utm_source=github&utm_medium=referral)<sup> for d249b5cf16c1c1a9af1c9f3451ade75edfe3a38e. You can [customize](https://app.ellipsis.dev/Skyvern-AI/settings/summaries) this summary. It will automatically update as commits are pushed.</sup>

<!-- ELLIPSIS_HIDDEN -->"
3153947922,231620a6d1b31023405e650f97859ade65411f13,lukaszsamson,lukaszsamson,Guard against empty lists in merge_ranges_lists
3152475848,35fbc4ba0c65eceb17dd54becba12091f4e37585,wintonzheng,wintonzheng,"🔄 synced local 'skyvern/' with remote 'skyvern/'

## Summary
- compute overlap between screenshots using pixel difference
- crop overlapped regions and merge screenshots cleanly

## Testing
- `ruff check skyvern/webeye/utils/page.py`
- `mypy skyvern/webeye/utils/page.py`
- `pre-commit run --files skyvern/webeye/utils/page.py` *(fails: command not found)*
- `pytest -q` *(fails: ModuleNotFoundError: No module named 'sqlalchemy')*

------
https://chatgpt.com/codex/tasks/task_b_684fe3c53bd0832c9e90b77c763459ca
<!-- ELLIPSIS_HIDDEN -->

----

> [!IMPORTANT]
> Fix overlapping images in screenshot merging by computing pixel differences and cropping overlaps in `skyvern/webeye/utils/page.py`.
>
>   - **Behavior**:
>     - Modify `_scrolling_screenshots_helper()` to return scroll positions along with screenshots.
>     - Add `_merge_images_by_position()` to merge screenshots using scroll positions to remove overlaps.
>     - Update `take_scrolling_screenshot()` to use `_merge_images_by_position()` for merging images.
>   - **Functions**:
>     - `_scrolling_screenshots_helper()` now returns a tuple of screenshots and positions.
>     - `_merge_images_by_position()` added for merging images based on scroll positions.
>     - `take_scrolling_screenshot()` updated to utilize new merging logic.
>   - **Misc**:
>     - Minor changes in `take_split_screenshots()` to accommodate new return type from `_scrolling_screenshots_helper()`.
>
> <sup>This description was created by </sup>[<img alt=""Ellipsis"" src=""https://img.shields.io/badge/Ellipsis-blue?color=175173"">](https://www.ellipsis.dev?ref=Skyvern-AI%2Fskyvern-cloud&utm_source=github&utm_medium=referral)<sup> for d38b9c0aeb54de01088c875772c027b14eeee2d4. You can [customize](https://app.ellipsis.dev/Skyvern-AI/settings/summaries) this summary. It will automatically update as commits are pushed.</sup>

<!-- ELLIPSIS_HIDDEN -->"
3114736501,aa0ef51ff5d92b5a6642303f90f66f1ca464f274,stephanos,stephanos,refactor: simplify serializer interface
3114736501,7a66370a8732172a5d6df1e629c5e803fab6e248,stephanos,stephanos,fix up
3141124516,76e11c63c755b11947e57ec91e164199ca421c62,simba-git,simba-git,Document SQLAlchemy example
3141124516,f663f2fa29892efb33996d0ae11c2063b994557e,simba-git,web-flow,Merge branch 'feature/sqlalchemy-support/simba' into codex/add-sqlalchemy-example-to-readme
3141190976,452882c0076f9df6925b6de3ff844ee26b8eef8d,KAVYANSHTYAGI,KAVYANSHTYAGI,Add diamond structuring element
3136057497,fcfa8effd163166daa17cd55c9a999d382cd61b2,benfdking,benfdking,feat(lsp): include macro details in completions
3086195429,3f0958103782c309813392488cb2f86235f76c48,polterguy,polterguy,Fix typo in method name GetCopyMovePaths
3103340099,f6f1601042b258c8dfa083da6bf27f83c6ad3781,peter-lawrey,peter-lawrey,Improve BinaryWire javadoc
3077313880,1862adb7e38fac9cd5df3285665f8c301be97764,creatorrr,creatorrr,feat: add julep file url resolver
3127980564,b1f9130c4f2fb459081c859ed941bd76d1e644a1,panarch,panarch,Refine autocommit check in scan_data
3154179065,a8c336a7958be59dfb0281c6e4ddfc0111841fd5,turtleDev,turtleDev,feat(filesystem): support gz files
3154179065,fc19dd6b950845b5aea9be8cbf3704f883e8a26b,turtleDev,turtleDev,sources: refactor endpoint parsing for GCS/S3
3154179065,15432a89ffb2d704bbeb75d0017df6f7c4c10208,turtleDev,turtleDev,sftp: refactor endpoint parsing
3154179065,ba2fa6d430ad19dcb51767204b0c221dd0d5e456,turtleDev,turtleDev,s3 source: add file type hinting
3154179065,e359e45d771791e5fb3c22fb373a9c1fd2d56b51,turtleDev,turtleDev,docs: s3: add file type hints and gzip support
