url,id,full_name,language,forks,stars,open_issues
https://api.github.com/repos/MaiM-with-u/MaiBot,938859604,MaiM-with-u/MaiBot,Python,318,2710,42
https://api.github.com/repos/mitsuhiko/insta,165561258,mitsuhiko/insta,Rust,122,2519,56
https://api.github.com/repos/vllm-project/vllm,599547518,vllm-project/vllm,Python,8316,50715,2676
https://api.github.com/repos/wailsapp/wails,161951219,wailsapp/wails,Go,1397,28765,288
https://api.github.com/repos/livekit/agents,707441527,livekit/agents,Python,1007,6567,348
https://api.github.com/repos/ryoppippi/ccusage,992755069,ryoppippi/ccusage,TypeScript,85,2538,21
https://api.github.com/repos/allenai/open-instruct,651622038,allenai/open-instruct,Python,408,3027,22
https://api.github.com/repos/567-labs/instructor,653589102,567-labs/instructor,Python,805,10815,44
https://api.github.com/repos/oapi-codegen/oapi-codegen,173009358,oapi-codegen/oapi-codegen,Go,947,7246,687
https://api.github.com/repos/SoftFever/OrcaSlicer,514553345,SoftFever/OrcaSlicer,C++,1257,9981,1022
https://api.github.com/repos/JonasKruckenberg/k23,703998226,JonasKruckenberg/k23,Rust,29,505,70
https://api.github.com/repos/maybe-finance/maybe,737898780,maybe-finance/maybe,Ruby,3291,44755,64
https://api.github.com/repos/containers/crun,103446460,containers/crun,C,356,3410,39
https://api.github.com/repos/artsy/eigen,29702213,artsy/eigen,TypeScript,592,3673,25
https://api.github.com/repos/BeehiveInnovations/zen-mcp-server,998428732,BeehiveInnovations/zen-mcp-server,Python,298,3146,23
https://api.github.com/repos/coder/coder,440752086,coder/coder,Go,925,10120,621
https://api.github.com/repos/dust-tt/dust,526514610,dust-tt/dust,TypeScript,150,1148,197
https://api.github.com/repos/OpenAdaptAI/OpenAdapt,627024850,OpenAdaptAI/OpenAdapt,Python,189,1308,417
https://api.github.com/repos/jlowin/fastmcp,896296825,jlowin/fastmcp,Python,799,13309,116
https://api.github.com/repos/liam-hq/liam,839216423,liam-hq/liam,TypeScript,157,4099,46
https://api.github.com/repos/eyaltoledano/claude-task-master,942837343,eyaltoledano/claude-task-master,JavaScript,1669,16502,133
https://api.github.com/repos/osmosis-labs/osmosis,304841810,osmosis-labs/osmosis,Go,671,943,257
https://api.github.com/repos/brentyi/tyro,413741832,brentyi/tyro,Python,33,659,21
https://api.github.com/repos/amantus-ai/vibetunnel,1002552148,amantus-ai/vibetunnel,TypeScript,36,541,17
https://api.github.com/repos/quarylabs/sqruff,601303277,quarylabs/sqruff,Rust,33,926,57
https://api.github.com/repos/modelcontextprotocol/modelcontextprotocol,862570523,modelcontextprotocol/modelcontextprotocol,TypeScript,665,4193,270
https://api.github.com/repos/projectnessie/nessie,254450741,projectnessie/nessie,Java,153,1247,137
https://api.github.com/repos/Shopify/roast,963547829,Shopify/roast,Ruby,30,637,146
https://api.github.com/repos/awslabs/mcp,952238700,awslabs/mcp,Python,487,4183,116
https://api.github.com/repos/wolfi-dev/os,533917104,wolfi-dev/os,Shell,360,981,634
https://api.github.com/repos/gitpod-io/gitpod,130879558,gitpod-io/gitpod,TypeScript,1299,13354,467
https://api.github.com/repos/cloudflare/workerd,537085161,cloudflare/workerd,C++,397,6817,354
https://api.github.com/repos/artsy/force,22887404,artsy/force,TypeScript,151,618,65
https://api.github.com/repos/mautic/mautic,12204147,mautic/mautic,PHP,2896,8236,463
https://api.github.com/repos/PRQL/prql,449091292,PRQL/prql,Rust,235,10317,268
https://api.github.com/repos/apache/spark,17165658,apache/spark,Scala,28639,41356,184
https://api.github.com/repos/bmadcode/BMAD-METHOD,965615190,bmadcode/BMAD-METHOD,JavaScript,471,1858,4
https://api.github.com/repos/angular-eslint/angular-eslint,199344833,angular-eslint/angular-eslint,TypeScript,243,1734,41
https://api.github.com/repos/mattermost/mattermost,37448451,mattermost/mattermost,TypeScript,7827,32920,930
https://api.github.com/repos/modelcontextprotocol/inspector,867337374,modelcontextprotocol/inspector,TypeScript,578,4397,107
https://api.github.com/repos/operator-framework/operator-sdk,120650407,operator-framework/operator-sdk,Go,1767,7444,53
https://api.github.com/repos/firezone/firezone,257787813,firezone/firezone,Elixir,323,7349,430
https://api.github.com/repos/bufbuild/buf,212465715,bufbuild/buf,Go,311,9990,53
https://api.github.com/repos/facebook/idb,41870517,facebook/idb,Objective-C,449,4704,187
https://api.github.com/repos/modelcontextprotocol/typescript-sdk,862578138,modelcontextprotocol/typescript-sdk,TypeScript,965,7974,299
https://api.github.com/repos/mrwadams/stride-gpt,626117554,mrwadams/stride-gpt,Python,220,771,10
https://api.github.com/repos/JessicaTegner/pypandoc,2786727,JessicaTegner/pypandoc,Python,118,1001,32
https://api.github.com/repos/BerriAI/litellm,671269505,BerriAI/litellm,Python,3300,24535,1340
