issue_id,event,created_at,actor,commit_id,assignee,label,message
anthropics__claude-code-action__173,labeled,2025-06-15T15:41:42Z,github-actions[bot],,,enhancement,
anthropics__claude-code-action__173,cross-referenced,2025-06-15T15:47:55Z,tomoish,,,,
anthropics__claude-code-action__173,closed,2025-06-24T14:53:03Z,tomoish,,,,
awslabs__mcp__274,assigned,2025-05-06T16:56:41Z,scottschreckengaust,,scottschreckengaust,,
awslabs__mcp__274,issue_type_added,2025-05-06T16:56:43Z,scottschreckengaust,,,,
awslabs__mcp__274,labeled,2025-05-06T16:56:43Z,scottschreckengaust,,,feature-request,
awslabs__mcp__274,labeled,2025-05-06T16:56:43Z,scottschreckengaust,,,RFC-proposal,
awslabs__mcp__274,cross-referenced,2025-05-07T21:46:10Z,scottschreckengaust,,,,
awslabs__mcp__274,closed,2025-05-09T01:14:47Z,scottschreckengaust,,,,
apache__pulsar__24138,labeled,2025-03-28T11:26:36Z,erictarrence,,,type/bug,
apache__pulsar__24138,referenced,2025-03-30T18:25:03Z,alexander-nailed-it,d97d29427e599ab93c976144bc3c82c31b35b004,,,
jlowin__fastmcp__837,committed,,,831a4c4ce204dc109bbcfb3dd489ae9091308946,,,Add server middleware
jlowin__fastmcp__837,committed,,,2dac146260b9222d87c4cdae8e0b650b868138ee,,,Merge branch 'main' into middleware
jlowin__fastmcp__837,committed,,,6a03a15e855aa114d69ebdc6ffacb2b21d33d418,,,Update base middleware strategy
jlowin__fastmcp__837,committed,,,b7be21666839c0b1eb98b7cd2ef6ae57330252ca,,,WIP
jlowin__fastmcp__837,committed,,,7f036b4073cc0a6bdc3007291264484772deb3d2,,,Merge branch 'main' into middleware
jlowin__fastmcp__837,committed,,,fdc3f58aeb4eece0cf6787359df4945cee65d286,,,Add MCP middleware
jlowin__fastmcp__837,committed,,,ba8996fdbf79f789b9a6cca7f46810ebe5e5c733,,,Merge branch 'middleware' of https://github.com/jlowin/fastmcp into middleware
jlowin__fastmcp__837,labeled,2025-06-15T01:36:28Z,jlowin,,,feature,
jlowin__fastmcp__837,labeled,2025-06-15T01:36:32Z,github-actions[bot],,,tests,
jlowin__fastmcp__837,committed,,,51686d96df5258bda84aa8afeb3d7ee745818d63,,,Delete examples.py
jlowin__fastmcp__837,committed,,,b7a546fc9029228ef260da901aba1d89bb6098a4,,,Clean up context
jlowin__fastmcp__837,committed,,,c5b264a930e68d546836f55ff70ade6b7d01e76d,,,Update generics
jlowin__fastmcp__837,commented,2025-06-17T21:15:25Z,rsp2k,,,,
jlowin__fastmcp__837,commented,2025-06-18T22:43:16Z,qqaatw,,,,
jlowin__fastmcp__837,commented,2025-06-19T01:42:13Z,jlowin,,,,
jlowin__fastmcp__837,closed,2025-06-19T01:42:13Z,jlowin,,,,
jlowin__fastmcp__837,head_ref_deleted,2025-06-19T21:24:58Z,jlowin,,,,
CoderGamester__mcp-unity__47,committed,,,65084f3ee82bb88a8d1d4bef17c41ffc30714a7a,,,"feat: Add configurable console log service with Unity 6 enhanced implementation

- Add ConsoleLogServiceType enum with EventBased and Unity6Enhanced options
- Implement ConsoleLogsServiceUnity6 using internal LogEntries API for better reliability
- Add command line argument support (-mcpConsoleLogService) for runtime switching
- Update McpUnityServer to dynamically select service based on settings and Unity version
- Add UI controls in McpUnityEditorWindow with warning dialogs for internal API usage
- Default to safe EventBased implementation, Unity6Enhanced only when explicitly selected
- Add clear startup logging to identify which implementation is active

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>"
CoderGamester__mcp-unity__47,committed,,,30d64e9fa9e7896eaee94ac7f845c35a851d85ee,,,"feat: Add comprehensive Unity LogEntry mode flags support with discovered values

- Create LogEntryModeFlags.cs with Unity's internal mode flag constants
- Add support for observed mode values from debugging:
  * Compiler warnings: 266240 (0x41000)
  * Compiler errors: 272384 (0x42800)
  * Shader errors: 262212 (0x40044)
  * Runtime warnings: 8405504 (0x804200)
  * Runtime errors: 8405248 (0x804100)
- Update Unity6InternalAPIReference.md with complete documentation
- Add conditional debug logging for future mode value discovery
- Improve error/warning classification accuracy in Unity 6 implementation

This enables proper filtering of shader errors, compile errors, and runtime
exceptions that were previously misclassified as ""Log"" type.

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>"
